"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length","estimated_slg_using_speedangle","delta_pitcher_run_exp","hyper_speed","home_score_diff","bat_score_diff","home_win_exp","bat_win_exp","age_pit_legacy","age_bat_legacy","age_pit","age_bat","n_thruorder_pitcher","n_priorpa_thisgame_player_at_bat","pitcher_days_since_prev_game","batter_days_since_prev_game","pitcher_days_until_next_game","batter_days_until_next_game","api_break_z_with_gravity","api_break_x_arm","api_break_x_batter_in","arm_angle","attack_angle","attack_direction","swing_path_tilt","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
"FF","2025-05-28","99.3","-2.7","5.58","Skenes, Paul",645444,694973,"strikeout","called_strike",,,,,1,"Jose Herrera called out on strikes.","R","L","R","AZ","PIT","S",2,,2,2,2025,"-1.1","1.05","-0.77","3.02",,,,1,3,"Bot",,,,,,,7.964159468582407,-144.48167368746135,-4.113497539771061,-17.195270359238535,31.820937622339088,-16.672866189861256,"3.15","1.46",,,,"100.7",2233,"6.9",777729,680779,687462,669707,663647,643396,672744,665833,668804,"53.58",,0,"0",1,0,0,,20,5,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Infield shade","Standard",237,"-0.019","-0.23",,,,"0.23",,-1,-1,"0.403","0.403",23,28,23,28,1,0,5,5,6,4,"1.25","1.1","-1.1","23.0",,,,,
"CH","2025-05-28","89.8","-2.79","5.56","Skenes, Paul",645444,694973,,"ball",,,,,13,"Jose Herrera called out on strikes.","R","L","R","AZ","PIT","B",,,1,2,2025,"-1.44","0.39","-1.1","0.48",,,,1,3,"Bot",,,,,,,7.291211467687652,-130.28314746009607,-7.3569998558624645,-17.97012217624895,30.21976929790308,-26.29852168612911,"3.22","1.5",,,,"90",1741,"6.8",777729,680779,687462,669707,663647,643396,672744,665833,668804,"53.68",,,,,,,,20,4,"Changeup",0,1,0,1,1,0,0,1,"Infield shade","Standard",266,"0","0.049",,,,"-0.049",,-1,-1,"0.403","0.403",23,28,23,28,1,0,5,5,6,4,"2.48","1.44","-1.44","20.5",,,,,
"SL","2025-05-28","86.1","-2.71","5.5","Skenes, Paul",645444,694973,,"swinging_strike",,,,,14,"Jose Herrera called out on strikes.","R","L","R","AZ","PIT","S",,,1,1,2025,"0.23","0.65","0.49","1.29",,,,1,3,"Bot",,,,,,,7.199572729998664,-125.08646369358028,-5.009330161894939,0.6960829897926044,28.70941472472231,-24.494183755241984,"3.27","1.5",,,,"86.4",2151,"6.9",777729,680779,687462,669707,663647,643396,672744,665833,668804,"53.65",,,,,,,,20,3,"Slider",0,1,0,1,1,0,0,1,"Infield shade","Standard",100,"0","-0.064","64.7","8.7",,"0.064",,-1,-1,"0.403","0.403",23,28,23,28,1,0,5,5,6,4,"2.47","-0.23","0.23","21.2",32.69415841966561,-57.84855721871292,34.386896561366896,31.1979918510062,63.20999185744647
"FS","2025-05-28","94.9","-2.7","5.64","Skenes, Paul",645444,694973,,"ball",,,,,13,"Jose Herrera called out on strikes.","R","L","R","AZ","PIT","B",,,0,1,2025,"-1.12","0.18","-1.11","2.05",,,,1,3,"Bot",,,,,,,6.759027349441304,-138.05937477002115,-4.171034132510537,-15.86771520868131,30.949947080042072,-29.097742108314474,"3.25","1.5",,,,"95.8",1689,"6.9",777729,680779,687462,669707,663647,643396,672744,665833,668804,"53.64",,,,,,,,20,2,"Split-Finger",0,1,0,1,1,0,0,1,"Infield shade","Standard",244,"0","0.028",,,,"-0.028",,-1,-1,"0.403","0.403",23,28,23,28,1,0,5,5,6,4,"2.35","1.12","-1.12","21.8",,,,,
"FF","2025-05-28","98.8","-2.7","5.61","Skenes, Paul",645444,694973,,"called_strike",,,,,5,"Jose Herrera called out on strikes.","R","L","R","AZ","PIT","S",,,0,0,2025,"-0.93","0.92","-0.09","1.96",,,,1,3,"Bot",,,,,,,9.34311225200782,-143.47574358162257,-6.6702671964582905,-15.003411852817745,34.874207202654155,-18.06603538564789,"3.15","1.4",,,,"99.6",2066,"6.9",777729,680779,687462,669707,663647,643396,672744,665833,668804,"53.56",,,,,,,,20,1,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Infield shade","Standard",236,"0","-0.04",,,,"0.04",,-1,-1,"0.403","0.403",23,28,23,28,1,0,5,5,6,4,"1.44","0.93","-0.93","24.3",,,,,
"FF","2025-05-28","98.9","-2.12","5.59","Skenes, Paul",691783,694973,"strikeout","called_strike",,,,,3,"Jordan Lawlar called out on strikes.","R","R","R","AZ","PIT","S",2,,0,2,2025,"-1.19","0.87","0.33","3.33",,,,0,3,"Bot",,,,,,,9.516637855475615,-143.75395985974632,-2.728482538400794,-18.72091405867897,34.73903412594869,-19.713803593968372,"3.42","1.58",,,,"99.4",2172,"6.7",777729,680779,687462,669707,663647,643396,672744,665833,668804,"53.76",,0,"0",1,0,0,,19,3,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",239,"-0.027","-0.167",,,,"0.167",,-1,-1,"0.43","0.43",23,22,23,23,1,0,5,1,6,93,"1.48","1.19","1.19","24.1",,,,,
"SI","2025-05-28","98.1","-2.17","5.55","Skenes, Paul",691783,694973,,"swinging_strike",,,,,7,"Jordan Lawlar called out on strikes.","R","R","R","AZ","PIT","S",,,0,1,2025,"-1.69","0.53","-0.6","2.07",,,,0,3,"Bot",,,,,,,8.261341489267972,-142.5514301270274,-5.179433987209379,-25.009587274143133,32.90997048926518,-23.95210116413845,"3.42","1.58",,,,"99",2343,"6.9",777729,680779,687462,669707,663647,643396,672744,665833,668804,"53.61",,,,,,,,19,2,"Sinker",0,1,0,1,1,0,0,1,"Standard","Standard",241,"0","-0.054","73.3","6.9",,"0.054",,-1,-1,"0.43","0.43",23,22,23,23,1,0,5,1,6,93,"1.85","1.69","1.69","21.6",3.6947622355927963,1.7358692752203242,39.22927979692445,29.504571459568062,23.182937849172284
"ST","2025-05-28","83.9","-2.27","5.55","Skenes, Paul",691783,694973,,"foul",,,,,11,"Jordan Lawlar called out on strikes.","R","R","R","AZ","PIT","S",,,0,0,2025,"0.65","0.64","-0.88","3.27",,,,0,3,"Bot",,,,,,,1.9239000662134396,-122.23216600674951,-0.12032072613963551,6.137786643730296,25.223114143251568,-25.93693192388126,"3.42","1.58",,,,"84.4",2378,"6.7",777729,680779,687462,669707,663647,643396,672744,665833,668804,"53.82",,,,,,,,19,1,"Sweeper",0,1,0,1,1,0,0,1,"Standard","Standard",104,"0","-0.04","70.2","6.9",,"0.04",,-1,-1,"0.43","0.43",23,22,23,23,1,0,5,1,6,93,"2.6","-0.65","-0.65","22.0",10.984827956783922,-4.369229557355999,30.97832302113089,25.832951954427084,27.109315988758205
"FF","2025-05-28","99.2","-2.69","5.64","Skenes, Paul",677950,694973,"field_out","hit_into_play",,,,,1,"Alek Thomas flies out to center fielder Oneil Cruz.","R","L","R","AZ","PIT","X",8,"fly_ball",0,2,2025,"-1.22","1.03","-0.47","3.01",,,,2,2,"Bot",129.15,39.99,,,,,9.020451066042794,-144.0848623130846,-4.184144059334945,-19.139072461813875,35.240597660883616,-17.081597544046687,"3.26","1.43",392,"99.5",32,"99.9",2037,"6.9",777729,680779,687462,669707,663647,643396,672744,665833,668804,"53.62",0.386,0.725,"0",1,0,0,5,15,3,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Infield shade","Standard",239,"-0.011","-0.16","73.6","6.9",1.393,"0.16","99.5",-1,-1,"0.394","0.394",23,25,23,25,1,0,5,1,6,2,"1.31","1.22","-1.22","21.0",14.148830828608721,0.25688144481734193,20.164243055158497,40.458624394574045,32.27837635916862
"FS","2025-05-28","93.8","-2.77","5.63","Skenes, Paul",677950,694973,,"foul",,,,,8,"Alek Thomas flies out to center fielder Oneil Cruz.","R","L","R","AZ","PIT","S",,,0,1,2025,"-0.9","-0.06","-0.17","1.83",,,,2,2,"Bot",,,,,,,8.786145741265775,-136.32201905802498,-3.993525453558175,-13.071510293458369,28.617590790882353,-32.22396527414824,"3.26","1.43",,,,"94.8",1638,"6.8",777729,680779,687462,669707,663647,643396,672744,665833,668804,"53.68",,,,,,,,15,2,"Split-Finger",0,1,0,1,1,0,0,1,"Standard","Standard",249,"0","-0.057","71.2","7.6",,"0.057",,-1,-1,"0.394","0.394",23,25,23,25,1,0,5,1,6,2,"2.64","0.9","-0.9","20.5",20.338443765811295,-3.5776176876314953,27.62004660349951,37.619012336928584,36.10252795000941
"CU","2025-05-28","82.9","-2.79","5.74","Skenes, Paul",677950,694973,,"called_strike",,,,,8,"Alek Thomas flies out to center fielder Oneil Cruz.","R","L","R","AZ","PIT","S",,,0,0,2025,"0.43","-0.4","-0.16","1.62",,,,2,2,"Bot",,,,,,,5.224424903254313,-120.68895269061298,-2.235465279739028,3.284389640472997,21.30984990125966,-35.93636392695877,"3.42","1.47",,,,"84",2444,"6.8",777729,680779,687462,669707,663647,643396,672744,665833,668804,"53.74",,,,,,,,15,1,"Curveball",0,1,0,1,1,0,0,1,"Standard","Standard",72,"0","-0.044",,,,"0.044",,-1,-1,"0.394","0.394",23,25,23,25,1,0,5,1,6,2,"3.69","-0.43","0.43","28.8",,,,,
"FS","2025-05-28","94.6","-2.74","5.52","Skenes, Paul",656976,694973,"field_out","hit_into_play",,,,,8,"Pavin Smith grounds out, second baseman Jared Triolo to first baseman Spencer Horwitz.","R","L","R","AZ","PIT","X",4,"ground_ball",3,2,2025,"-0.76","0.5","-0.2","1.91",,,,1,2,"Bot",146.63,154.05,,,,,8.372112764249604,-137.53714466122156,-4.8552500330092565,-11.501450687121025,30.902939955244225,-24.93123334209501,"3.44","1.62",6,"96.8",-15,"95.3",1329,"6.8",777729,680779,687462,669707,663647,643396,672744,665833,668804,"53.74",0.197,0.179,"0",1,0,0,2,14,7,"Split-Finger",0,1,0,1,1,0,0,1,"Infield shade","Standard",252,"-0.018","-0.335","73.5","6.8",0.21,"0.335","96.8",-1,-1,"0.412","0.412",23,29,23,29,1,0,5,1,6,2,"2.06","0.76","-0.76","22.9",7.506533942539476,11.865943373222901,31.64186258382484,38.269985064485844,25.803889844202743
"FF","2025-05-28","99.7","-2.69","5.66","Skenes, Paul",656976,694973,,"ball",,,,,13,"Pavin Smith grounds out, second baseman Jared Triolo to first baseman Spencer Horwitz.","R","L","R","AZ","PIT","B",,,2,2,2025,"-1.31","0.88","-0.3","1.53",,,,1,2,"Bot",,,,,,,9.74685424046103,-144.68549174443737,-8.09959337045834,-20.683652136447893,33.52203922299,-17.984103300332244,"3.55","1.69",,,,"100.7",2103,"7",777729,680779,687462,669707,663647,643396,672744,665833,668804,"53.53",,,,,,,,14,6,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Infield shade","Standard",240,"0","0.105",,,,"-0.105",,-1,-1,"0.412","0.412",23,29,23,29,1,0,5,1,6,2,"1.42","1.31","-1.31","24.6",,,,,
"CH","2025-05-28","88.8","-2.8","5.61","Skenes, Paul",656976,694973,,"foul",,,,,13,"Pavin Smith grounds out, second baseman Jared Triolo to first baseman Spencer Horwitz.","R","L","R","AZ","PIT","S",,,2,2,2025,"-1.41","0.36","-0.95","1.98",,,,1,2,"Bot",,,,,,,7.548157397173145,-129.1006919107428,-3.554349833916473,-17.390311705743635,28.678301618349952,-27.621268118405645,"3.44","1.62",,,,"89.2",1633,"6.7",777729,680779,687462,669707,663647,643396,672744,665833,668804,"53.75",,,,,,,,14,5,"Changeup",0,1,0,1,1,0,0,1,"Infield shade","Standard",267,"0","0","62.9","7.3",,"0",,-1,-1,"0.412","0.412",23,29,23,29,1,0,5,1,6,2,"2.55","1.41","-1.41","19.2",10.208390494192331,15.460825741213675,32.59968578500491,48.67954680693576,20.316118296031846
"CH","2025-05-28","89.9","-2.84","5.61","Skenes, Paul",656976,694973,,"ball",,,,,13,"Pavin Smith grounds out, second baseman Jared Triolo to first baseman Spencer Horwitz.","R","L","R","AZ","PIT","B",,,1,2,2025,"-1.5","0.38","-1.76","1.61",,,,1,2,"Bot",,,,,,,5.898785482167041,-130.69584801773613,-4.742569692107409,-18.478559283207186,29.063748748109706,-26.946993237908888,"3.46","1.69",,,,"90.3",1645,"6.7",777729,680779,687462,669707,663647,643396,672744,665833,668804,"53.76",,,,,,,,14,4,"Changeup",0,1,0,1,1,0,0,1,"Infield shade","Standard",272,"0","0.049",,,,"-0.049",,-1,-1,"0.412","0.412",23,29,23,29,1,0,5,1,6,2,"2.45","1.5","-1.5","22.4",,,,,
"ST","2025-05-28","85.6","-2.83","5.56","Skenes, Paul",656976,694973,,"foul",,,,,6,"Pavin Smith grounds out, second baseman Jared Triolo to first baseman Spencer Horwitz.","R","L","R","AZ","PIT","S",,,1,1,2025,"0.82","0.74","0.77","2.3",,,,1,2,"Bot",,,,,,,6.919852483970349,-124.52706335010645,-2.8878797187418113,6.981361043518672,26.482609278546015,-24.145699657887928,"3.44","1.62",154,"99.6",9,"86.1",2276,"6.8",777729,680779,687462,669707,663647,643396,672744,665833,668804,"53.75",,,,,,,,14,3,"Sweeper",0,1,0,1,1,0,0,1,"Infield shade","Standard",89,"0","-0.064","72.8","7.8",,"0.064","99.6",-1,-1,"0.412","0.412",23,29,23,29,1,0,5,1,6,2,"2.39","-0.82","0.82","23.8",23.41378761904908,-22.53285371422444,33.215128982065174,28.597156449507132,39.143511561666024
"FS","2025-05-28","93.5","-2.73","5.62","Skenes, Paul",656976,694973,,"foul",,,,,7,"Pavin Smith grounds out, second baseman Jared Triolo to first baseman Spencer Horwitz.","R","L","R","AZ","PIT","S",,,1,0,2025,"-0.88","-0.13","-0.73","1.74",,,,1,2,"Bot",,,,,,,7.170828632988232,-136.11803533528646,-4.042260491752619,-12.467138578085722,27.15160432986963,-33.14041681839929,"3.44","1.62",3,"74",-30,"94.8",1424,"6.8",777729,680779,687462,669707,663647,643396,672744,665833,668804,"53.69",,,,,,,,14,2,"Split-Finger",0,1,0,1,1,0,0,1,"Infield shade","Standard",247,"0","-0.051","47.3","6.7",,"0.051","88.0",-1,-1,"0.412","0.412",23,29,23,29,1,0,5,1,6,2,"2.71","0.88","-0.88","23.6",5.382891303763021,28.511152561855372,30.83599173693659,46.24172161320813,9.309716183774482
"SL","2025-05-28","85.8","-2.77","5.54","Skenes, Paul",656976,694973,,"ball",,,,,9,"Pavin Smith grounds out, second baseman Jared Triolo to first baseman Spencer Horwitz.","R","L","R","AZ","PIT","B",,,0,0,2025,"0.46","0.71","0.7","1.67",,,,1,2,"Bot",,,,,,,7.321939368648884,-124.84938747188367,-4.374166661957029,3.3804329987823767,23.88349680309372,-24.05886888165995,"3.49","1.75",,,,"86.3",2257,"6.5",777729,680779,687462,669707,663647,643396,672744,665833,668804,"53.99",,,,,,,,14,1,"Slider",0,1,0,1,1,0,0,1,"Infield shade","Standard",91,"0","0.04",,,,"-0.04",,-1,-1,"0.412","0.412",23,29,23,29,1,0,5,1,6,2,"2.37","-0.46","0.46","20.3",,,,,
"FF","2025-05-28","98.5","-2.18","5.61","Skenes, Paul",553993,694973,"strikeout","swinging_strike",,,,,1,"Eugenio Suárez strikes out swinging.","R","R","R","AZ","PIT","S",2,,2,2,2025,"-0.48","0.75","-0.81","3.39",,,,0,2,"Bot",,,,,,,4.885212601274717,-143.42249891152952,-2.363635491324397,-7.793590995172989,32.74200460971321,-21.415604922497963,"3.57","1.62",,,,"99.6",1807,"6.9",777729,680779,687462,669707,663647,643396,672744,665833,668804,"53.64",,0,"0",1,0,0,,13,6,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",251,"-0.025","-0.235","59.2","5.9",,"0.235",,-1,-1,"0.437","0.437",23,33,23,34,1,0,5,1,6,2,"1.59","0.48","0.48","24.8",-1.5021802979031151,17.369042963279618,41.05044518785817,21.17347303320569,18.033039413155773
"ST","2025-05-28","84.8","-2.17","5.64","Skenes, Paul",553993,694973,,"foul",,,,,5,"Eugenio Suárez strikes out swinging.","R","R","R","AZ","PIT","S",,,2,2,2025,"1.16","0.4","-0.08","2.55",,,,0,2,"Bot",,,,,,,2.5834197547928586,-123.59065689295053,-1.6994171130361218,11.347635968365758,24.758980109988936,-27.944240781135992,"3.57","1.62",225,"103",16,"85.3",2252,"6.5",777729,680779,687462,669707,663647,643396,672744,665833,668804,"53.99",,,,,,,,13,5,"Sweeper",0,1,0,1,1,0,0,1,"Standard","Standard",86,"0","0",,,,"0","103.0",-1,-1,"0.437","0.437",23,33,23,34,1,0,5,1,6,2,"2.76","-1.16","-1.16","23.6",,,,,
"CH","2025-05-28","89","-2.35","5.55","Skenes, Paul",553993,694973,,"ball",,,,,13,"Eugenio Suárez strikes out swinging.","R","R","R","AZ","PIT","B",,,1,2,2025,"-1.29","0.25","-0.99","1.08",,,,0,2,"Bot",,,,,,,6.09941449933987,-129.47551703492266,-5.515269733184266,-15.758512930801457,27.318100103164113,-28.3333688784703,"3.52","1.62",,,,"89.7",1585,"6.7",777729,680779,687462,669707,663647,643396,672744,665833,668804,"53.76",,,,,,,,13,4,"Changeup",0,1,0,1,1,0,0,1,"Standard","Standard",270,"0","0.043",,,,"-0.043",,-1,-1,"0.437","0.437",23,33,23,34,1,0,5,1,6,2,"2.63","1.29","1.29","20.0",,,,,
"SI","2025-05-28","98.3","-2.23","5.54","Skenes, Paul",553993,694973,,"swinging_strike",,,,,13,"Eugenio Suárez strikes out swinging.","R","R","R","AZ","PIT","S",,,1,1,2025,"-1.58","0.52","-1.35","1.57",,,,0,2,"Bot",,,,,,,6.114394787993575,-143.00749763623168,-6.577117264986439,-23.07698895150472,33.1631818849208,-23.63758996560448,"3.57","1.62",,,,"99.5",2358,"7",777729,680779,687462,669707,663647,643396,672744,665833,668804,"53.53",,,,,,,,13,3,"Sinker",0,1,0,1,1,0,0,1,"Standard","Standard",240,"0","-0.06","74.3","7.4",,"0.06",,-1,-1,"0.437","0.437",23,33,23,34,1,0,5,1,6,2,"1.84","1.58","1.58","20.6",7.939594630456049,-4.410894648148104,47.13076877167605,16.955880672149014,27.04912301103176
"ST","2025-05-28","84.8","-2.08","5.52","Skenes, Paul",553993,694973,,"ball",,,,,14,"Eugenio Suárez strikes out swinging.","R","R","R","AZ","PIT","B",,,0,1,2025,"1.06","0.79","1.14","1.17",,,,0,2,"Bot",,,,,,,5.473151561646802,-123.38828336780638,-5.467869357979891,9.781505336984685,24.206241713580642,-23.19795228328617,"3.63","1.7",,,,"85.6",2389,"6.8",777729,680779,687462,669707,663647,643396,672744,665833,668804,"53.72",,,,,,,,13,2,"Sweeper",0,1,0,1,1,0,0,1,"Standard","Standard",90,"0","0.031",,,,"-0.031",,-1,-1,"0.437","0.437",23,33,23,34,1,0,5,1,6,2,"2.37","-1.06","-1.06","21.3",,,,,
"ST","2025-05-28","84.9","-2.23","5.57","Skenes, Paul",553993,694973,,"called_strike",,,,,6,"Eugenio Suárez strikes out swinging.","R","R","R","AZ","PIT","S",,,0,0,2025,"0.77","0.73","0.56","2.6",,,,0,2,"Bot",,,,,,,5.024952780098868,-123.61508327771709,-2.100335734682566,6.924258851485997,23.843230516581816,-24.45753030717613,"3.36","1.52",,,,"85.4",2423,"6.5",777729,680779,687462,669707,663647,643396,672744,665833,668804,"53.98",,,,,,,,13,1,"Sweeper",0,1,0,1,1,0,0,1,"Standard","Standard",95,"0","-0.04",,,,"0.04",,-1,-1,"0.437","0.437",23,33,23,34,1,0,5,1,6,2,"2.42","-0.77","-0.77","23.6",,,,,
"CH","2025-05-28","89.3","-2.64","5.62","Skenes, Paul",647304,694973,"strikeout","swinging_strike",,,,,13,"Josh Naylor strikes out swinging.","R","L","R","AZ","PIT","S",2,,1,2,2025,"-1.6","0.33","-1.19","1.25",,,666971,2,1,"Bot",,,,,,,7.007364841832715,-129.75010814337648,-5.467043694793595,-19.568452868912157,27.73899967889068,-27.427172558407946,"3.24","1.5",,,,"89.9",1916,"6.8",777729,680779,687462,669707,663647,643396,672744,665833,668804,"53.72",,0,"0",1,0,0,,7,4,"Changeup",0,0,0,0,0,0,0,0,"Infield shade","Standard",261,"-0.022","-0.185","66.1","8.8",,"0.185",,0,0,"0.522","0.522",23,28,23,28,1,0,5,1,6,2,"2.54","1.6","-1.6","18.9",18.297092011812687,-33.50255767592741,28.250615382097276,47.802384897260936,39.095964571188425
"SL","2025-05-28","86.2","-2.52","5.59","Skenes, Paul",647304,694973,,"swinging_strike",,,,,5,"Josh Naylor strikes out swinging.","R","L","R","AZ","PIT","S",,,1,1,2025,"0.04","0.6","-0.22","2.62",,,666971,2,1,"Bot",,,,,,,5.4682195735503765,-125.4132173961663,-2.056334530179525,-0.7248449473864974,25.616148556663084,-25.676630946665984,"3.24","1.5",,,,"87.1",2350,"6.9",777729,680779,687462,669707,663647,643396,672744,665833,668804,"53.58",,,,,,,,7,3,"Slider",0,0,0,0,0,0,0,0,"Infield shade","Standard",99,"0","-0.072","72.2","7.8",,"0.072",,0,0,"0.522","0.522",23,28,23,28,1,0,5,1,6,2,"2.47","-0.04","0.04","22.9",13.37083601547488,-25.13513653260359,27.827967607908317,37.35938713545459,32.36570879953319
"FS","2025-05-28","92.4","-2.41","5.64","Skenes, Paul",647304,694973,,"ball",,,,,14,"Josh Naylor strikes out swinging.","R","L","R","AZ","PIT","B",,,0,1,2025,"-0.9","-0.26","1.02","1.35",,,666971,2,1,"Bot",,,,,,,10.748322315766005,-134.27337317786024,-4.611720312098742,-12.985743150930057,25.356872165582548,-34.66413620664234,"3.15","1.57",,,,"93.4",1571,"6.7",777729,680779,687462,669707,663647,643396,672744,665833,668804,"53.84",,,,,,,,7,2,"Split-Finger",0,0,0,0,0,0,0,0,"Infield shade","Standard",249,"0","0.026",,,,"-0.026",,0,0,"0.522","0.522",23,28,23,28,1,0,5,1,6,2,"2.91","0.9","-0.9","22.8",,,,,
"FS","2025-05-28","93.3","-2.55","5.66","Skenes, Paul",647304,694973,,"swinging_strike",,,,,13,"Josh Naylor strikes out swinging.","R","L","R","AZ","PIT","S",,,0,0,2025,"-1","-0.38","-0.96","1.44",,,666971,2,1,"Bot",,,,,,,6.36415497844024,-135.81597935428715,-4.330479622279144,-13.8127174285839,28.477162029964784,-36.14775654831333,"3.24","1.5",,,,"94.4",1529,"6.8",777729,680779,687462,669707,663647,643396,672744,665833,668804,"53.66",,,,,,,,7,1,"Split-Finger",0,0,0,0,0,0,0,0,"Infield shade","Standard",246,"0","-0.043","71.7","7.7",,"0.043",,0,0,"0.522","0.522",23,28,23,28,1,0,5,1,6,2,"2.99","1","-1","24.9",0.34088456224647795,-1.0252375299964729,27.74228452383249,45.28186232701564,16.542809679864654
"FF","2025-05-28","99.1","-2.1","5.67","Skenes, Paul",666971,694973,"single","hit_into_play",,,,,8,"Lourdes Gurriel Jr. singles on a sharp line drive to center fielder Oneil Cruz.","R","R","R","AZ","PIT","X",8,"line_drive",0,0,2025,"-1.2","0.93","0.23","2.37",,,,2,1,"Bot",130.49,97.47,,,,,9.259112958978058,-144.0522827287119,-5.826640458146733,-18.83497268790282,32.27322148852196,-18.087767184582347,"3.73","1.77",135,"107.2",5,"100.2",2121,"6.9",777729,680779,687462,669707,663647,643396,672744,665833,668804,"53.61",0.614,0.571,"0.9",1,1,0,4,6,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",237,"0.012","0.331","70.8","7.6",0.69,"-0.331","107.2",0,0,"0.51","0.51",23,31,23,32,1,0,5,1,6,2,"1.39","1.2","1.2","26.4",5.848304303246932,1.460747717672584,39.47342297760747,37.86638381675351,22.001070128674908
"FF","2025-05-28","98.5","-2.61","5.68","Skenes, Paul",672695,694973,"field_out","hit_into_play",,,,,8,"Geraldo Perdomo flies out to center fielder Oneil Cruz.","R","L","R","AZ","PIT","X",8,"fly_ball",1,1,2025,"-1.14","0.87","0.04","2.04",,,,1,1,"Bot",100.65,64.4,,,,,9.952859005798064,-143.01471990311782,-6.506414783962978,-17.94010219829446,32.04573910423222,-18.85095500003074,"3.59","1.62",339,"88.5",28,"99.5",2201,"6.9",777729,680779,687462,669707,663647,643396,672744,665833,668804,"53.62",0.057,0.082,"0",1,0,0,3,5,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",242,"-0.016","-0.245","69.6","6.7",0.138,"0.245","88.5",0,0,"0.526","0.526",23,25,23,26,1,0,5,1,6,2,"1.48","1.14","-1.14","27.4",6.682955771357171,6.336485397583072,38.259634311562984,33.376414747400595,22.335902554673027
"CU","2025-05-28","82.9","-2.69","5.65","Skenes, Paul",672695,694973,,"ball",,,,,14,"Geraldo Perdomo flies out to center fielder Oneil Cruz.","R","L","R","AZ","PIT","B",,,0,1,2025,"0.47","-0.29","0.36","0.77",,,,1,1,"Bot",,,,,,,6.074900281865155,-120.6192089484002,-4.165724213480555,3.578594888407888,21.457259284610394,-34.45079884196658,"3.4","1.62",,,,"83.4",2208,"6.4",777729,680779,687462,669707,663647,643396,672744,665833,668804,"54.07",,,,,,,,5,2,"Curveball",0,0,0,0,0,0,0,0,"Standard","Standard",75,"0","0.028",,,,"-0.028",,0,0,"0.526","0.526",23,25,23,26,1,0,5,1,6,2,"3.58","-0.47","0.47","23.9",,,,,
"FF","2025-05-28","98.6","-2.57","5.69","Skenes, Paul",672695,694973,,"called_strike",,,,,6,"Geraldo Perdomo flies out to center fielder Oneil Cruz.","R","L","R","AZ","PIT","S",,,0,0,2025,"-0.94","1","0.41","2.87",,,,1,1,"Bot",,,,,,,10.393018885044393,-143.2117060810406,-4.578095506183342,-15.351652671477744,32.66005674993965,-17.458278277518318,"3.47","1.73",,,,"99.6",2154,"6.9",777729,680779,687462,669707,663647,643396,672744,665833,668804,"53.59",,,,,,,,5,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",235,"0","-0.04",,,,"0.04",,0,0,"0.526","0.526",23,25,23,26,1,0,5,1,6,2,"1.35","0.94","-0.94","29.1",,,,,
"FS","2025-05-28","94.1","-2.82","5.69","Skenes, Paul",682998,694973,"field_out","hit_into_play",,,,,9,"Corbin Carroll grounds out to first baseman Spencer Horwitz.","R","L","R","AZ","PIT","X",3,"ground_ball",0,0,2025,"-0.96","-0.06","0.49","1.95",,,,0,1,"Bot",162.4,162.2,,,,,10.789984802808991,-136.65788790319567,-3.9005887624488644,-14.268242068150407,28.04058748975629,-32.230800496361525,"3.26","1.53",30,"105.9",-3,"95",1571,"6.8",777729,680779,687462,669707,663647,643396,672744,665833,668804,"53.74",0.434,0.403,"0",1,0,0,4,4,1,"Split-Finger",0,0,0,0,0,0,0,0,"Infield shade","Standard",252,"-0.021","-0.261",,,0.471,"0.261","105.9",0,0,"0.547","0.547",23,24,23,25,1,0,5,1,6,2,"2.63","0.96","-0.96","21.2",,,,,
