pitch_type,zone,stand,balls,strikes,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,game_pk,fielder_2,at_bat_number,pitch_number,if_fielding_alignment,of_fielding_alignment,home_score_diff,bat_score_diff,bat_win_exp,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game
CH,13,L,1,2,,,,1,2,Top,776461,680779,10,5,Strategic,Standard,0,0,0.477,32,1,0,6
CU,14,L,0,2,,,,1,2,Top,776461,680779,10,4,Strategic,Standard,0,0,0.477,32,1,0,6
FF,4,L,0,2,,,,1,2,Top,776461,680779,10,3,Strategic,Standard,0,0,0.477,32,1,0,6
FF,7,L,0,1,,,,1,2,Top,776461,680779,10,2,Standard,Standard,0,0,0.477,32,1,0,6
ST,13,L,0,0,,,,1,2,Top,776461,680779,10,1,Standard,Standard,0,0,0.477,32,1,0,6
FF,1,R,1,2,,,,0,2,Top,776461,680779,9,4,Standard,Standard,0,0,0.5,33,1,0,6
ST,5,R,1,1,,,,0,2,Top,776461,680779,9,3,Standard,Standard,0,0,0.5,33,1,0,6
SI,13,R,0,1,,,,0,2,Top,776461,680779,9,2,Standard,Standard,0,0,0.5,33,1,0,6
SI,13,R,0,0,,,,0,2,Top,776461,680779,9,1,Standard,Standard,0,0,0.5,33,1,0,6
CH,8,L,3,2,,,,2,1,Top,776461,680779,3,6,Strategic,Standard,0,0,0.463,36,1,0,6
CH,13,L,2,2,,,,2,1,Top,776461,680779,3,5,Strategic,Standard,0,0,0.463,36,1,0,6
FF,6,L,1,2,,,,2,1,Top,776461,680779,3,4,Strategic,Standard,0,0,0.463,36,1,0,6
CU,9,L,1,1,,,,2,1,Top,776461,680779,3,3,Strategic,Standard,0,0,0.463,36,1,0,6
FF,4,L,1,0,,,,2,1,Top,776461,680779,3,2,Strategic,Standard,0,0,0.463,36,1,0,6
CU,13,L,0,0,,,,2,1,Top,776461,680779,3,1,Strategic,Standard,0,0,0.463,36,1,0,6
SI,4,R,0,1,,,,1,1,Top,776461,680779,2,2,Standard,Standard,0,0,0.478,33,1,0,6
ST,5,R,0,0,,,,1,1,Top,776461,680779,2,1,Standard,Standard,0,0,0.478,33,1,0,6
FF,2,L,2,2,,,,0,1,Top,776461,680779,1,7,Strategic,Standard,0,0,0.5,31,1,0,6
CH,13,L,1,2,,,,0,1,Top,776461,680779,1,6,Infield shade,Standard,0,0,0.5,31,1,0,6
CU,9,L,1,2,,,,0,1,Top,776461,680779,1,5,Strategic,Standard,0,0,0.5,31,1,0,6
CU,14,L,0,2,,,,0,1,Top,776461,680779,1,4,Strategic,Standard,0,0,0.5,31,1,0,6
FF,1,L,0,2,,,,0,1,Top,776461,680779,1,3,Infield shade,Standard,0,0,0.5,31,1,0,6
FF,1,L,0,1,,,,0,1,Top,776461,680779,1,2,Strategic,Standard,0,0,0.5,31,1,0,6
FF,5,L,0,0,,,,0,1,Top,776461,680779,1,1,Strategic,Standard,0,0,0.5,31,1,0,6
FF,3,L,1,2,,,,2,6,Bot,776549,680779,50,4,Standard,Standard,-1,-1,0.319,28,3,2,5
FF,1,L,1,1,,,663853,1,6,Bot,776549,680779,50,3,Standard,Standard,-1,-1,0.392,28,3,2,5
FS,13,L,0,1,,,663853,1,6,Bot,776549,680779,50,2,Standard,Standard,-1,-1,0.392,28,3,2,5
FS,4,L,0,0,,,663853,1,6,Bot,776549,680779,50,1,Standard,Standard,-1,-1,0.392,28,3,2,5
SI,13,R,0,0,,,,1,6,Bot,776549,680779,49,1,Standard,Standard,-1,-1,0.347,29,3,2,5
FF,2,L,2,2,,,,0,6,Bot,776549,680779,48,6,Infield shade,Standard,-1,-1,0.387,32,3,2,5
CH,8,L,2,2,,,,0,6,Bot,776549,680779,48,5,Infield shade,Standard,-1,-1,0.387,32,3,2,5
CU,8,L,2,1,,,,0,6,Bot,776549,680779,48,4,Infield shade,Standard,-1,-1,0.387,32,3,2,5
CH,14,L,1,1,,,,0,6,Bot,776549,680779,48,3,Infield shade,Standard,-1,-1,0.387,32,3,2,5
FF,3,L,0,1,,,,0,6,Bot,776549,680779,48,2,Infield shade,Standard,-1,-1,0.387,32,3,2,5
FF,11,L,0,0,,,,0,6,Bot,776549,680779,48,1,Standard,Standard,-1,-1,0.387,32,3,2,5
CH,13,R,2,2,,,,2,5,Bot,776549,680779,40,7,Standard,Standard,2,2,0.795,33,3,2,5
SI,9,R,2,2,,,,2,5,Bot,776549,680779,40,6,Standard,Standard,2,2,0.795,33,3,2,5
FF,11,R,2,2,,,,2,5,Bot,776549,680779,40,5,Standard,Standard,2,2,0.795,33,3,2,5
FF,6,R,2,1,,,,2,5,Bot,776549,680779,40,4,Standard,Standard,2,2,0.795,33,3,2,5
SI,8,R,2,0,,,,2,5,Bot,776549,680779,40,3,Standard,Standard,2,2,0.795,33,3,2,5
ST,14,R,1,0,,,,2,5,Bot,776549,680779,40,2,Standard,Standard,2,2,0.795,33,3,2,5
FF,12,R,0,0,,,,2,5,Bot,776549,680779,40,1,Standard,Standard,2,2,0.795,33,3,2,5
FF,11,L,1,2,,,,1,5,Bot,776549,680779,39,4,Standard,Standard,2,2,0.806,29,3,2,5
FF,3,L,1,1,,,,1,5,Bot,776549,680779,39,3,Standard,Standard,2,2,0.806,29,3,2,5
FS,11,L,1,0,,,,1,5,Bot,776549,680779,39,2,Standard,Standard,2,2,0.806,29,3,2,5
ST,1,L,0,0,,,,1,5,Bot,776549,680779,39,1,Standard,Standard,2,2,0.806,29,3,2,5
SI,4,R,2,2,,,,0,5,Bot,776549,680779,38,6,Standard,Standard,2,2,0.82,31,3,2,5
CH,13,R,2,2,,,,0,5,Bot,776549,680779,38,5,Standard,Standard,2,2,0.82,31,3,2,5
SI,14,R,1,2,,,,0,5,Bot,776549,680779,38,4,Standard,Standard,2,2,0.82,31,3,2,5
SL,5,R,1,1,,,,0,5,Bot,776549,680779,38,3,Standard,Standard,2,2,0.82,31,3,2,5
SI,14,R,0,1,,,,0,5,Bot,776549,680779,38,2,Standard,Standard,2,2,0.82,31,3,2,5
ST,6,R,0,0,,,,0,5,Bot,776549,680779,38,1,Standard,Standard,2,2,0.82,31,3,2,5
FF,6,L,3,2,,,,0,5,Bot,776549,680779,37,6,Infield shade,Standard,1,1,0.713,21,3,2,5
FF,6,L,3,1,,,,0,5,Bot,776549,680779,37,5,Infield shade,Standard,1,1,0.713,21,3,2,5
FF,8,L,3,0,,,,0,5,Bot,776549,680779,37,4,Infield shade,Standard,1,1,0.713,21,3,2,5
SL,14,L,2,0,,,,0,5,Bot,776549,680779,37,3,Infield shade,Standard,1,1,0.713,21,3,2,5
FS,13,L,1,0,,,,0,5,Bot,776549,680779,37,2,Infield shade,Standard,1,1,0.713,21,3,2,5
FF,1,L,0,0,,,,0,5,Bot,776549,680779,37,1,Standard,Standard,1,1,0.713,21,3,2,5
ST,9,R,1,1,663853,678882,,2,4,Bot,776549,680779,33,3,Standard,Standard,1,1,0.698,29,2,1,5
FF,1,R,1,0,663853,678882,,2,4,Bot,776549,680779,33,2,Standard,Standard,1,1,0.698,29,2,1,5
SI,13,R,0,0,663853,678882,,2,4,Bot,776549,680779,33,1,Standard,Standard,1,1,0.698,29,2,1,5
ST,9,R,2,0,,807799,663853,2,4,Bot,776549,680779,32,3,Standard,Standard,0,0,0.552,25,2,1,5
FF,11,R,1,0,,807799,663853,2,4,Bot,776549,680779,32,2,Standard,Standard,0,0,0.552,25,2,1,5
FF,3,R,0,0,,807799,663853,2,4,Bot,776549,680779,32,1,Standard,Standard,0,0,0.552,25,2,1,5
CH,7,L,2,2,,807799,663853,1,4,Bot,776549,680779,31,5,Standard,Standard,0,0,0.604,28,2,1,5
FS,7,L,2,1,,807799,663853,1,4,Bot,776549,680779,31,4,Standard,Standard,0,0,0.604,28,2,1,5
CH,13,L,1,1,,807799,663853,1,4,Bot,776549,680779,31,3,Standard,Standard,0,0,0.604,28,2,1,5
FF,6,L,1,0,,807799,663853,1,4,Bot,776549,680779,31,2,Standard,Standard,0,0,0.604,28,2,1,5
FS,13,L,0,0,,807799,663853,1,4,Bot,776549,680779,31,1,Standard,Standard,0,0,0.604,28,2,1,5
SL,8,R,0,0,,,807799,1,4,Bot,776549,680779,30,1,Standard,Standard,0,0,0.562,29,2,1,5
FF,11,L,3,1,,,,1,4,Bot,776549,680779,29,5,Infield shade,Standard,0,0,0.532,32,2,1,5
FF,12,L,2,1,,,,1,4,Bot,776549,680779,29,4,Infield shade,Standard,0,0,0.532,32,2,1,5
CH,14,L,1,1,,,,1,4,Bot,776549,680779,29,3,Infield shade,Standard,0,0,0.532,32,2,1,5
CU,5,L,1,0,,,,1,4,Bot,776549,680779,29,2,Infield shade,Standard,0,0,0.532,32,2,1,5
FF,3,L,0,0,,,,1,4,Bot,776549,680779,29,1,Standard,Standard,0,0,0.532,32,2,1,5
FF,2,R,0,0,,,,0,4,Bot,776549,680779,28,1,Standard,Standard,0,0,0.559,33,2,1,5
FF,4,L,3,2,657136,,,2,3,Bot,776549,680779,23,6,Standard,Standard,0,0,0.543,29,2,1,5
CH,14,L,2,2,657136,,,2,3,Bot,776549,680779,23,5,Standard,Standard,0,0,0.543,29,2,1,5
CH,13,L,1,2,657136,,,2,3,Bot,776549,680779,23,4,Standard,Standard,0,0,0.543,29,2,1,5
CH,13,L,1,1,657136,,,2,3,Bot,776549,680779,23,3,Standard,Standard,0,0,0.543,29,2,1,5
FF,3,L,0,1,657136,,,2,3,Bot,776549,680779,23,2,Standard,Standard,0,0,0.543,29,2,1,5
FF,2,L,0,0,657136,,,2,3,Bot,776549,680779,23,1,Standard,Standard,0,0,0.543,29,2,1,5
SI,11,R,0,1,,657136,701350,0,3,Bot,776549,680779,22,2,Standard,Standard,0,0,0.651,31,2,1,5
SI,13,R,0,0,,657136,701350,0,3,Bot,776549,680779,22,1,Standard,Standard,0,0,0.651,31,2,1,5
FF,4,L,2,1,,,657136,0,3,Bot,776549,680779,21,4,Standard,Standard,0,0,0.594,21,2,1,5
CH,13,L,1,1,,,657136,0,3,Bot,776549,680779,21,3,Standard,Standard,0,0,0.594,21,2,1,5
FF,6,L,1,0,,,657136,0,3,Bot,776549,680779,21,2,Standard,Standard,0,0,0.594,21,2,1,5
CU,14,L,0,0,,,657136,0,3,Bot,776549,680779,21,1,Standard,Standard,0,0,0.594,21,2,1,5
FF,1,R,1,0,,,,0,3,Bot,776549,680779,20,2,Standard,Standard,0,0,0.554,29,1,0,5
FF,12,R,0,0,,,,0,3,Bot,776549,680779,20,1,Standard,Standard,0,0,0.554,29,1,0,5
FF,3,R,2,2,807799,686765,,2,2,Bot,776549,680779,16,6,Standard,Standard,0,0,0.56,25,1,0,5
ST,14,R,1,2,807799,,686765,2,2,Bot,776549,680779,16,5,Standard,Standard,0,0,0.551,25,1,0,5
FF,2,R,1,2,807799,,686765,2,2,Bot,776549,680779,16,4,Standard,Standard,0,0,0.551,25,1,0,5
SL,6,R,1,1,807799,,686765,2,2,Bot,776549,680779,16,3,Standard,Standard,0,0,0.551,25,1,0,5
FF,2,R,0,1,807799,,686765,2,2,Bot,776549,680779,16,2,Standard,Standard,0,0,0.551,25,1,0,5
FF,3,R,0,0,807799,,686765,2,2,Bot,776549,680779,16,1,Standard,Standard,0,0,0.551,25,1,0,5
CH,8,L,1,1,,807799,663853,1,2,Bot,776549,680779,15,3,Standard,Standard,0,0,0.59,28,1,0,5
CH,5,L,1,0,,807799,663853,1,2,Bot,776549,680779,15,2,Standard,Standard,0,0,0.59,28,1,0,5
FF,11,L,0,0,,807799,663853,1,2,Bot,776549,680779,15,1,Standard,Standard,0,0,0.59,28,1,0,5
SI,7,R,2,2,,,807799,1,2,Bot,776549,680779,14,5,Standard,Standard,0,0,0.553,29,1,0,5
FF,9,R,2,1,,,807799,1,2,Bot,776549,680779,14,4,Standard,Standard,0,0,0.553,29,1,0,5
ST,11,R,1,1,,,807799,1,2,Bot,776549,680779,14,3,Standard,Standard,0,0,0.553,29,1,0,5
SI,14,R,0,1,,,807799,1,2,Bot,776549,680779,14,2,Standard,Standard,0,0,0.553,29,1,0,5
FS,8,R,0,0,,,807799,1,2,Bot,776549,680779,14,1,Standard,Standard,0,0,0.553,29,1,0,5
FF,1,L,0,0,,,,1,2,Bot,776549,680779,13,1,Infield shade,Standard,0,0,0.527,32,1,0,5
FF,2,R,1,2,,,,0,2,Bot,776549,680779,12,4,Standard,Standard,0,0,0.55,33,1,0,5
ST,14,R,0,2,,,,0,2,Bot,776549,680779,12,3,Standard,Standard,0,0,0.55,33,1,0,5
FF,6,R,0,1,,,,0,2,Bot,776549,680779,12,2,Standard,Standard,0,0,0.55,33,1,0,5
FF,4,R,0,0,,,,0,2,Bot,776549,680779,12,1,Standard,Standard,0,0,0.55,33,1,0,5
CH,14,L,2,2,,,,2,1,Bot,776549,680779,6,6,Infield shade,Standard,0,0,0.51,29,1,0,5
FF,5,L,2,2,,,,2,1,Bot,776549,680779,6,5,Infield shade,Standard,0,0,0.51,29,1,0,5
CH,13,L,1,2,,,,2,1,Bot,776549,680779,6,4,Infield shade,Standard,0,0,0.51,29,1,0,5
FF,2,L,1,1,,,,2,1,Bot,776549,680779,6,3,Infield shade,Standard,0,0,0.51,29,1,0,5
FF,3,L,0,1,,,,2,1,Bot,776549,680779,6,2,Infield shade,Standard,0,0,0.51,29,1,0,5
FF,2,L,0,0,,,,2,1,Bot,776549,680779,6,1,Infield shade,Standard,0,0,0.51,29,1,0,5
SI,11,R,0,1,,,,1,1,Bot,776549,680779,5,2,Standard,Standard,0,0,0.526,31,1,0,5
FF,4,R,0,0,,,,1,1,Bot,776549,680779,5,1,Standard,Standard,0,0,0.526,31,1,0,5
FF,1,L,1,0,,,,0,1,Bot,776549,680779,4,2,Infield shade,Standard,0,0,0.547,21,1,0,5
FF,12,L,0,0,,,,0,1,Bot,776549,680779,4,1,Infield shade,Standard,0,0,0.547,21,1,0,5
ST,6,R,2,2,,686668,,2,7,Top,776610,680779,50,6,Standard,Standard,4,-4,0.04,24,3,2,6
FF,3,R,2,2,,686668,,2,7,Top,776610,680779,50,5,Standard,Standard,4,-4,0.04,24,3,2,6
FF,12,R,1,2,,686668,,2,7,Top,776610,680779,50,4,Standard,Standard,4,-4,0.04,24,3,2,6
ST,14,R,1,1,,686668,,2,7,Top,776610,680779,50,3,Standard,Standard,4,-4,0.04,24,3,2,6
FF,12,R,0,1,,686668,,2,7,Top,776610,680779,50,2,Standard,Standard,4,-4,0.04,24,3,2,6
FF,3,R,0,0,,686668,,2,7,Top,776610,680779,50,1,Standard,Standard,4,-4,0.04,24,3,2,6
CH,4,R,1,1,,,,2,7,Top,776610,680779,49,3,Standard,Standard,4,-4,0.03,27,3,2,6
SI,9,R,1,0,,,,2,7,Top,776610,680779,49,2,Standard,Standard,4,-4,0.03,27,3,2,6
CH,11,R,0,0,,,,2,7,Top,776610,680779,49,1,Standard,Standard,4,-4,0.03,27,3,2,6
FF,11,R,1,2,,,,1,7,Top,776610,680779,48,4,Standard,Standard,4,-4,0.039,24,3,2,6
CH,7,R,1,1,,,,1,7,Top,776610,680779,48,3,Standard,Standard,4,-4,0.039,24,3,2,6
CH,13,R,0,1,,,,1,7,Top,776610,680779,48,2,Standard,Standard,4,-4,0.039,24,3,2,6
ST,9,R,0,0,,,,1,7,Top,776610,680779,48,1,Standard,Standard,4,-4,0.039,24,3,2,6
FF,12,R,1,2,,,,0,7,Top,776610,680779,47,4,Standard,Standard,4,-4,0.053,26,3,2,6
ST,14,R,0,2,,,,0,7,Top,776610,680779,47,3,Standard,Standard,4,-4,0.053,26,3,2,6
FF,11,R,0,1,,,,0,7,Top,776610,680779,47,2,Standard,Standard,4,-4,0.053,26,3,2,6
CH,11,R,0,0,,,,0,7,Top,776610,680779,47,1,Standard,Standard,4,-4,0.053,26,3,2,6
FF,6,L,1,1,,,,2,6,Top,776610,680779,42,3,Infield shade,Standard,4,-4,0.049,27,3,2,6
FF,14,L,0,1,,,,2,6,Top,776610,680779,42,2,Infield shade,Standard,4,-4,0.049,27,3,2,6
ST,9,L,0,0,,,,2,6,Top,776610,680779,42,1,Standard,Standard,4,-4,0.049,27,3,2,6
FF,8,R,3,2,,,,1,6,Top,776610,680779,41,7,Standard,Standard,4,-4,0.059,26,3,2,6
CH,13,R,2,2,,,,1,6,Top,776610,680779,41,6,Standard,Standard,4,-4,0.059,26,3,2,6
FF,2,R,2,2,,,,1,6,Top,776610,680779,41,5,Standard,Standard,4,-4,0.059,26,3,2,6
ST,5,R,2,1,,,,1,6,Top,776610,680779,41,4,Standard,Standard,4,-4,0.059,26,3,2,6
FF,14,R,1,1,,,,1,6,Top,776610,680779,41,3,Standard,Standard,4,-4,0.059,26,3,2,6
CH,14,R,0,1,,,,1,6,Top,776610,680779,41,2,Standard,Standard,4,-4,0.059,26,3,2,6
FF,9,R,0,0,,,,1,6,Top,776610,680779,41,1,Standard,Standard,4,-4,0.059,26,3,2,6
FF,3,R,2,2,,,,0,6,Top,776610,680779,40,5,Standard,Standard,4,-4,0.074,27,2,1,6
ST,14,R,2,1,,,,0,6,Top,776610,680779,40,4,Standard,Standard,4,-4,0.074,27,2,1,6
FF,9,R,2,0,,,,0,6,Top,776610,680779,40,3,Standard,Standard,4,-4,0.074,27,2,1,6
ST,11,R,1,0,,,,0,6,Top,776610,680779,40,2,Standard,Standard,4,-4,0.074,27,2,1,6
FF,11,R,0,0,,,,0,6,Top,776610,680779,40,1,Standard,Standard,4,-4,0.074,27,2,1,6
FF,2,R,2,2,,,686668,2,5,Top,776610,680779,36,5,Standard,Standard,4,-4,0.077,23,2,1,6
CH,13,R,1,2,,,686668,2,5,Top,776610,680779,36,4,Standard,Standard,4,-4,0.077,23,2,1,6
FF,2,R,1,1,,,686668,2,5,Top,776610,680779,36,3,Standard,Standard,4,-4,0.077,23,2,1,6
FF,2,R,1,0,,,686668,2,5,Top,776610,680779,36,2,Standard,Standard,4,-4,0.077,23,2,1,6
FF,11,R,0,0,,,686668,2,5,Top,776610,680779,36,1,Standard,Standard,4,-4,0.077,23,2,1,6
CH,13,R,1,2,,,686668,1,5,Top,776610,680779,35,4,Standard,Standard,4,-4,0.097,23,2,1,6
CH,14,R,0,2,,,686668,1,5,Top,776610,680779,35,3,Standard,Standard,4,-4,0.097,23,2,1,6
ST,5,R,0,1,,,686668,1,5,Top,776610,680779,35,2,Standard,Standard,4,-4,0.097,23,2,1,6
ST,3,R,0,0,,,686668,1,5,Top,776610,680779,35,1,Standard,Standard,4,-4,0.097,23,2,1,6
ST,5,R,0,0,,,686668,0,5,Top,776610,680779,34,1,Standard,Standard,4,-4,0.124,24,2,1,6
FF,3,R,2,2,,,,0,5,Top,776610,680779,33,5,Standard,Standard,4,-4,0.095,27,2,1,6
FF,3,R,1,2,,,,0,5,Top,776610,680779,33,4,Standard,Standard,4,-4,0.095,27,2,1,6
ST,5,R,1,1,,,,0,5,Top,776610,680779,33,3,Standard,Standard,4,-4,0.095,27,2,1,6
ST,14,R,0,1,,,,0,5,Top,776610,680779,33,2,Standard,Standard,4,-4,0.095,27,2,1,6
ST,6,R,0,0,,,,0,5,Top,776610,680779,33,1,Standard,Standard,4,-4,0.095,27,2,1,6
ST,9,R,1,2,,,,2,4,Top,776610,680779,24,4,Standard,Standard,0,0,0.454,24,2,1,6
FF,1,R,1,1,,,,2,4,Top,776610,680779,24,3,Standard,Standard,0,0,0.454,24,2,1,6
SI,8,R,1,0,,,,2,4,Top,776610,680779,24,2,Standard,Standard,0,0,0.454,24,2,1,6
SI,14,R,0,0,,,,2,4,Top,776610,680779,24,1,Standard,Standard,0,0,0.454,24,2,1,6
FF,2,R,1,2,,,,1,4,Top,776610,680779,23,6,Standard,Standard,0,0,0.473,26,2,1,6
ST,2,R,1,2,,,,1,4,Top,776610,680779,23,5,Standard,Standard,0,0,0.473,26,2,1,6
CH,8,R,1,2,,,,1,4,Top,776610,680779,23,4,Standard,Standard,0,0,0.473,26,2,1,6
ST,6,R,1,1,,,,1,4,Top,776610,680779,23,3,Standard,Standard,0,0,0.473,26,2,1,6
SI,13,R,1,0,,,,1,4,Top,776610,680779,23,2,Standard,Standard,0,0,0.473,26,2,1,6
SI,13,R,0,0,,,,1,4,Top,776610,680779,23,1,Standard,Standard,0,0,0.473,26,2,1,6
CH,13,L,2,2,,,,0,4,Top,776610,680779,22,5,Infield shade,Standard,0,0,0.5,27,2,1,6
FF,14,L,2,1,,,,0,4,Top,776610,680779,22,4,Infield shade,Standard,0,0,0.5,27,2,1,6
ST,8,L,2,0,,,,0,4,Top,776610,680779,22,3,Infield shade,Standard,0,0,0.5,27,2,1,6
FF,12,L,1,0,,,,0,4,Top,776610,680779,22,2,Standard,Standard,0,0,0.5,27,2,1,6
FF,12,L,0,0,,,,0,4,Top,776610,680779,22,1,Standard,Standard,0,0,0.5,27,2,1,6
FF,6,R,3,2,,,,2,3,Top,776610,680779,16,9,Standard,Standard,0,0,0.457,26,2,1,6
FF,11,R,3,2,,,,2,3,Top,776610,680779,16,8,Standard,Strategic,0,0,0.457,26,2,1,6
FF,1,R,3,2,,,,2,3,Top,776610,680779,16,7,Standard,Strategic,0,0,0.457,26,2,1,6
CH,13,R,2,2,,,,2,3,Top,776610,680779,16,6,Standard,Strategic,0,0,0.457,26,2,1,6
FF,1,R,2,2,,,,2,3,Top,776610,680779,16,5,Standard,Strategic,0,0,0.457,26,2,1,6
CH,13,R,1,2,,,,2,3,Top,776610,680779,16,4,Standard,Strategic,0,0,0.457,26,2,1,6
SI,7,R,1,1,,,,2,3,Top,776610,680779,16,3,Standard,Strategic,0,0,0.457,26,2,1,6
SL,2,R,1,0,,,,2,3,Top,776610,680779,16,2,Standard,Strategic,0,0,0.457,26,2,1,6
FF,12,R,0,0,,691720,,1,3,Top,776610,680779,16,1,Standard,Strategic,0,0,0.522,26,2,1,6
FF,8,R,1,2,,,691720,0,3,Top,776610,680779,15,4,Standard,Standard,0,0,0.54,27,1,0,6
ST,8,R,1,1,,,691720,0,3,Top,776610,680779,15,3,Standard,Standard,0,0,0.54,27,1,0,6
ST,4,R,1,0,,,691720,0,3,Top,776610,680779,15,2,Standard,Standard,0,0,0.54,27,1,0,6
ST,14,R,0,0,,,691720,0,3,Top,776610,680779,15,1,Standard,Standard,0,0,0.54,27,1,0,6
SI,5,R,0,0,,,,0,3,Top,776610,680779,14,1,Standard,Standard,0,0,0.5,23,1,0,6
ST,12,R,2,2,,,678662,2,2,Top,776610,680779,10,6,Standard,Standard,0,0,0.474,23,1,0,6
CH,14,R,2,2,,,678662,2,2,Top,776610,680779,10,5,Standard,Standard,0,0,0.474,23,1,0,6
CH,13,R,1,2,,,678662,2,2,Top,776610,680779,10,4,Standard,Standard,0,0,0.474,23,1,0,6
SI,11,R,1,1,,,678662,2,2,Top,776610,680779,10,3,Standard,Standard,0,0,0.474,23,1,0,6
ST,14,R,1,0,,,678662,2,2,Top,776610,680779,10,2,Standard,Standard,0,0,0.474,23,1,0,6
SI,14,R,0,0,,,678662,2,2,Top,776610,680779,10,1,Standard,Standard,0,0,0.474,23,1,0,6
FF,11,R,1,0,,,,2,2,Top,776610,680779,9,2,Standard,Standard,0,0,0.46,24,1,0,6
ST,13,R,0,0,,,,2,2,Top,776610,680779,9,1,Standard,Standard,0,0,0.46,24,1,0,6
ST,8,R,1,1,,,,1,2,Top,776610,680779,8,3,Standard,Standard,0,0,0.477,27,1,0,6
FF,9,R,1,0,,,,1,2,Top,776610,680779,8,2,Standard,Standard,0,0,0.477,27,1,0,6
ST,14,R,0,0,,,,1,2,Top,776610,680779,8,1,Standard,Standard,0,0,0.477,27,1,0,6
SI,4,R,1,0,,,,0,2,Top,776610,680779,7,2,Standard,Standard,0,0,0.5,24,1,0,6
SI,14,R,0,0,,,,0,2,Top,776610,680779,7,1,Standard,Standard,0,0,0.5,24,1,0,6
ST,14,R,0,2,,,,2,1,Top,776610,680779,3,3,Standard,Standard,0,0,0.463,26,1,0,6
SI,13,R,0,1,,,,2,1,Top,776610,680779,3,2,Standard,Standard,0,0,0.463,26,1,0,6
SI,7,R,0,0,,,,2,1,Top,776610,680779,3,1,Standard,Standard,0,0,0.463,26,1,0,6
FF,11,L,3,2,,,,1,1,Top,776610,680779,2,8,Infield shade,Standard,0,0,0.478,27,1,0,6
FF,9,L,3,2,,,,1,1,Top,776610,680779,2,7,Infield shade,Standard,0,0,0.478,27,1,0,6
CH,11,L,2,2,,,,1,1,Top,776610,680779,2,6,Infield shade,Standard,0,0,0.478,27,1,0,6
FF,4,L,2,2,,,,1,1,Top,776610,680779,2,5,Infield shade,Standard,0,0,0.478,27,1,0,6
CH,11,L,1,2,,,,1,1,Top,776610,680779,2,4,Infield shade,Standard,0,0,0.478,27,1,0,6
CH,13,L,1,1,,,,1,1,Top,776610,680779,2,3,Infield shade,Standard,0,0,0.478,27,1,0,6
FF,13,L,1,0,,,,1,1,Top,776610,680779,2,2,Infield shade,Standard,0,0,0.478,27,1,0,6
FF,13,L,0,0,,,,1,1,Top,776610,680779,2,1,Infield shade,Standard,0,0,0.478,27,1,0,6
FF,4,R,0,0,,,,0,1,Top,776610,680779,1,1,Standard,Standard,0,0,0.5,26,1,0,6
CH,7,R,2,2,,,,2,6,Top,776694,680779,45,6,Standard,Standard,0,0,0.442,29,3,2,6
SI,9,R,2,2,,,,2,6,Top,776694,680779,45,5,Standard,Standard,0,0,0.442,29,3,2,6
CH,13,R,1,2,,,,2,6,Top,776694,680779,45,4,Standard,Standard,0,0,0.442,29,3,2,6
CH,13,R,0,2,,,,2,6,Top,776694,680779,45,3,Standard,Standard,0,0,0.442,29,3,2,6
SI,4,R,0,1,,,,2,6,Top,776694,680779,45,2,Standard,Standard,0,0,0.442,29,3,2,6
SL,6,R,0,0,,,,2,6,Top,776694,680779,45,1,Standard,Standard,0,0,0.442,29,3,2,6
FF,4,L,0,0,,,,1,6,Top,776694,680779,44,1,Standard,Standard,0,0,0.467,29,3,2,6
FF,7,R,2,1,,,,0,6,Top,776694,680779,43,4,Standard,Standard,0,0,0.5,27,3,2,6
FF,4,R,2,0,,,,0,6,Top,776694,680779,43,3,Standard,Standard,0,0,0.5,27,3,2,6
FS,13,R,1,0,,,,0,6,Top,776694,680779,43,2,Standard,Standard,0,0,0.5,27,3,2,6
SI,13,R,0,0,,,,0,6,Top,776694,680779,43,1,Standard,Standard,0,0,0.5,27,3,2,6
ST,1,R,2,2,,,680718,2,5,Top,776694,680779,39,6,Standard,Standard,0,0,0.466,31,3,0,6
CH,13,R,1,2,,,680718,2,5,Top,776694,680779,39,5,Standard,Standard,0,0,0.466,31,3,0,6
FF,3,R,1,2,,,680718,2,5,Top,776694,680779,39,4,Standard,Standard,0,0,0.466,31,3,0,6
ST,12,R,0,2,,,680718,2,5,Top,776694,680779,39,3,Standard,Standard,0,0,0.466,31,3,0,6
CH,8,R,0,1,,,680718,2,5,Top,776694,680779,39,2,Standard,Standard,0,0,0.466,31,3,0,6
SI,14,R,0,0,,,680718,2,5,Top,776694,680779,39,1,Standard,Standard,0,0,0.466,31,3,0,6
FF,14,L,3,1,,,,2,5,Top,776694,680779,38,5,Infield shade,Standard,0,0,0.449,26,3,2,6
FF,4,L,3,0,,,,2,5,Top,776694,680779,38,4,Infield shade,Standard,0,0,0.449,26,3,2,6
CH,13,L,2,0,,,,2,5,Top,776694,680779,38,3,Infield shade,Standard,0,0,0.449,26,3,2,6
CH,13,L,1,0,,,,2,5,Top,776694,680779,38,2,Infield shade,Standard,0,0,0.449,26,3,2,6
FF,11,L,0,0,,,,2,5,Top,776694,680779,38,1,Standard,Standard,0,0,0.449,26,3,2,6
FF,7,R,1,0,,,,1,5,Top,776694,680779,37,2,Standard,Standard,0,0,0.47,36,3,2,6
