pitch_type,zone,stand,balls,strikes,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,game_pk,fielder_2,at_bat_number,pitch_number,if_fielding_alignment,of_fielding_alignment,home_score_diff,bat_score_diff,bat_win_exp,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game
FF,3,L,0,2,,,,0,5,Top,777595,680779,33,3,Infield shade,Standard,0,0,0.5,32,2,1,5
CH,13,L,0,1,,,,0,5,Top,777595,680779,33,2,Standard,Standard,0,0,0.5,32,2,1,5
ST,9,L,0,0,,,,0,5,Top,777595,680779,33,1,Standard,Standard,0,0,0.5,32,2,1,5
CH,7,R,3,2,,,,2,4,Top,777595,680779,28,6,Standard,Standard,0,0,0.454,33,2,1,5
SI,14,R,2,2,,,,2,4,Top,777595,680779,28,5,Standard,Standard,0,0,0.454,33,2,1,5
SL,4,R,2,1,,,,2,4,Top,777595,680779,28,4,Standard,Standard,0,0,0.454,33,2,1,5
FF,8,R,2,0,,,,2,4,Top,777595,680779,28,3,Standard,Standard,0,0,0.454,33,2,1,5
FF,14,R,1,0,,,,2,4,Top,777595,680779,28,2,Standard,Standard,0,0,0.454,33,2,1,5
SL,14,R,0,0,,,,2,4,Top,777595,680779,28,1,Standard,Standard,0,0,0.454,33,2,1,5
FF,14,R,2,1,,,,1,4,Top,777595,680779,27,4,Standard,Standard,0,0,0.473,29,2,1,5
SI,7,R,2,0,,,,1,4,Top,777595,680779,27,3,Standard,Standard,0,0,0.473,29,2,1,5
FF,14,R,1,0,,,,1,4,Top,777595,680779,27,2,Standard,Standard,0,0,0.473,29,2,1,5
ST,11,R,0,0,,,,1,4,Top,777595,680779,27,1,Standard,Standard,0,0,0.473,29,2,1,5
ST,9,L,2,2,,,,0,4,Top,777595,680779,26,5,Infield shade,Standard,0,0,0.5,32,2,1,5
CH,13,L,1,2,,,,0,4,Top,777595,680779,26,4,Infield shade,Standard,0,0,0.5,32,2,1,5
FF,6,L,1,1,,,,0,4,Top,777595,680779,26,3,Infield shade,Standard,0,0,0.5,32,2,1,5
FS,13,L,0,1,,,,0,4,Top,777595,680779,26,2,Infield shade,Standard,0,0,0.5,32,2,1,5
ST,4,L,0,0,,,,0,4,Top,777595,680779,26,1,Infield shade,Standard,0,0,0.5,32,2,1,5
FS,7,R,2,1,,665561,,2,3,Top,777595,680779,21,4,Standard,Standard,0,0,0.483,32,2,1,5
FS,8,R,2,0,,665561,,2,3,Top,777595,680779,21,3,Standard,Standard,0,0,0.483,32,2,1,5
SI,13,R,1,0,,665561,,2,3,Top,777595,680779,21,2,Standard,Standard,0,0,0.483,32,2,1,5
SI,11,R,0,0,,665561,,2,3,Top,777595,680779,21,1,Standard,Standard,0,0,0.483,32,2,1,5
CH,8,L,3,2,,665561,,1,3,Top,777595,680779,20,8,Standard,Standard,0,0,0.522,28,2,1,5
FF,13,L,3,2,,665561,,1,3,Top,777595,680779,20,7,Standard,Standard,0,0,0.522,28,2,1,5
FF,9,L,3,2,,665561,,1,3,Top,777595,680779,20,6,Standard,Standard,0,0,0.522,28,2,1,5
FS,8,L,3,1,,665561,,1,3,Top,777595,680779,20,5,Infield shade,Standard,0,0,0.522,28,2,1,5
CH,13,L,2,1,,665561,,1,3,Top,777595,680779,20,4,Standard,Standard,0,0,0.522,28,2,1,5
FS,4,L,2,0,,665561,,1,3,Top,777595,680779,20,3,Standard,Standard,0,0,0.522,28,2,1,5
FF,13,L,1,0,,665561,,1,3,Top,777595,680779,20,2,Standard,Standard,0,0,0.522,28,2,1,5
FS,13,L,0,0,,665561,,1,3,Top,777595,680779,20,1,Standard,Standard,0,0,0.522,28,2,1,5
SL,5,L,1,1,,,669016,1,3,Top,777595,680779,19,3,Infield shade,Standard,1,-1,0.386,26,1,0,5
SL,1,L,1,0,,,669016,1,3,Top,777595,680779,19,2,Infield shade,Standard,1,-1,0.386,26,1,0,5
FS,11,L,0,0,,,669016,1,3,Top,777595,680779,19,1,Infield shade,Standard,1,-1,0.386,26,1,0,5
FS,4,L,1,1,,,,1,3,Top,777595,680779,18,3,Standard,Standard,1,-1,0.357,28,1,0,5
FS,13,L,1,0,,,,1,3,Top,777595,680779,18,2,Standard,Standard,1,-1,0.357,28,1,0,5
CU,11,L,0,0,,,,1,3,Top,777595,680779,18,1,Standard,Standard,1,-1,0.357,28,1,0,5
FF,2,R,1,2,,,,0,3,Top,777595,680779,17,5,Standard,Standard,1,-1,0.383,26,1,0,5
ST,9,R,1,2,,,,0,3,Top,777595,680779,17,4,Standard,Standard,1,-1,0.383,26,1,0,5
FF,12,R,0,2,,,,0,3,Top,777595,680779,17,3,Standard,Standard,1,-1,0.383,26,1,0,5
ST,9,R,0,1,,,,0,3,Top,777595,680779,17,2,Standard,Standard,1,-1,0.383,26,1,0,5
FF,8,R,0,0,,,,0,3,Top,777595,680779,17,1,Standard,Standard,1,-1,0.383,26,1,0,5
FF,7,L,1,0,,,,2,2,Top,777595,680779,11,2,Infield shade,Standard,0,0,0.46,32,1,0,5
FF,13,L,0,0,,,,2,2,Top,777595,680779,11,1,Infield shade,Standard,0,0,0.46,32,1,0,5
SI,7,R,0,0,,,,1,2,Top,777595,680779,10,1,Standard,Standard,0,0,0.477,33,1,0,5
SI,8,R,1,0,,,,0,2,Top,777595,680779,9,2,Standard,Standard,0,0,0.5,29,1,0,5
FF,9,R,0,0,,,,0,2,Top,777595,680779,9,1,Standard,Standard,0,0,0.5,29,1,0,5
SL,8,L,2,2,,,,2,1,Top,777595,680779,3,6,Infield shade,Standard,0,0,0.463,32,1,0,5
FS,13,L,2,2,,,,2,1,Top,777595,680779,3,5,Infield shade,Standard,0,0,0.463,32,1,0,5
FF,11,L,1,2,,,,2,1,Top,777595,680779,3,4,Infield shade,Standard,0,0,0.463,32,1,0,5
CH,14,L,0,2,,,,2,1,Top,777595,680779,3,3,Infield shade,Standard,0,0,0.463,32,1,0,5
CH,7,L,0,1,,,,2,1,Top,777595,680779,3,2,Infield shade,Standard,0,0,0.463,32,1,0,5
FS,7,L,0,0,,,,2,1,Top,777595,680779,3,1,Infield shade,Standard,0,0,0.463,32,1,0,5
ST,8,R,0,1,,,,1,1,Top,777595,680779,2,2,Standard,Standard,0,0,0.478,32,1,0,5
SI,7,R,0,0,,,,1,1,Top,777595,680779,2,1,Standard,Standard,0,0,0.478,32,1,0,5
FF,1,L,1,0,,,,0,1,Top,777595,680779,1,2,Standard,Standard,0,0,0.5,28,1,0,5
FF,11,L,0,0,,,,0,1,Top,777595,680779,1,1,Standard,Standard,0,0,0.5,28,1,0,5
FF,11,L,1,2,,,,2,8,Top,777663,680779,53,4,Strategic,Standard,-1,1,0.715,25,3,2,6
FS,7,L,1,1,,,,2,8,Top,777663,680779,53,3,Standard,Standard,-1,1,0.715,25,3,2,6
FS,11,L,0,1,,,,2,8,Top,777663,680779,53,2,Standard,Standard,-1,1,0.715,25,3,2,6
CU,8,L,0,0,,,,2,8,Top,777663,680779,53,1,Standard,Standard,-1,1,0.715,25,3,2,6
ST,6,R,2,2,,,,1,8,Top,777663,680779,52,5,Standard,Standard,-1,1,0.731,22,3,2,6
ST,14,R,1,2,,,,1,8,Top,777663,680779,52,4,Standard,Standard,-1,1,0.731,22,3,2,6
SL,14,R,0,2,,,,1,8,Top,777663,680779,52,3,Standard,Standard,-1,1,0.731,22,3,2,6
SI,7,R,0,1,,,,1,8,Top,777663,680779,52,2,Standard,Standard,-1,1,0.731,22,3,2,6
SI,7,R,0,0,,,,1,8,Top,777663,680779,52,1,Standard,Standard,-1,1,0.731,22,3,2,6
SI,7,R,2,2,,,,0,8,Top,777663,680779,51,5,Standard,Standard,-1,1,0.753,29,3,2,6
CH,13,R,1,2,,,,0,8,Top,777663,680779,51,4,Standard,Standard,-1,1,0.753,29,3,2,6
ST,14,R,1,1,,,,0,8,Top,777663,680779,51,3,Standard,Standard,-1,1,0.753,29,3,2,6
FF,13,R,0,1,,,,0,8,Top,777663,680779,51,2,Standard,Standard,-1,1,0.753,29,3,2,6
FS,13,R,0,0,,,,0,8,Top,777663,680779,51,1,Standard,Standard,-1,1,0.753,29,3,2,6
CU,14,L,2,2,,,,2,7,Top,777663,680779,47,6,Infield shade,Standard,-1,1,0.658,32,3,2,6
CH,13,L,2,2,,,,2,7,Top,777663,680779,47,5,Infield shade,Standard,-1,1,0.658,32,3,2,6
CH,13,L,1,2,,,,2,7,Top,777663,680779,47,4,Infield shade,Standard,-1,1,0.658,32,3,2,6
CH,13,L,1,1,,,,2,7,Top,777663,680779,47,3,Infield shade,Standard,-1,1,0.658,32,3,2,6
FS,9,L,0,1,,,,2,7,Top,777663,680779,47,2,Infield shade,Standard,-1,1,0.658,32,3,2,6
CH,9,L,0,0,,,,2,7,Top,777663,680779,47,1,Infield shade,Standard,-1,1,0.658,32,3,2,6
CH,13,R,2,2,,,,1,7,Top,777663,680779,46,6,Standard,Standard,-1,1,0.676,27,3,2,6
FS,14,R,2,2,,,,1,7,Top,777663,680779,46,5,Standard,Standard,-1,1,0.676,27,3,2,6
FF,12,R,1,2,,,,1,7,Top,777663,680779,46,4,Standard,Standard,-1,1,0.676,27,3,2,6
SL,14,R,0,2,,,,1,7,Top,777663,680779,46,3,Standard,Standard,-1,1,0.676,27,3,2,6
FF,3,R,0,1,,,,1,7,Top,777663,680779,46,2,Standard,Standard,-1,1,0.676,27,3,2,6
FS,11,R,0,0,,,,1,7,Top,777663,680779,46,1,Standard,Standard,-1,1,0.676,27,3,2,6
ST,5,R,0,0,,,,1,7,Top,777663,680779,45,1,Standard,Standard,0,0,0.461,34,3,2,6
FF,2,R,1,2,,,,0,7,Top,777663,680779,44,4,Standard,Standard,0,0,0.5,35,3,2,6
CH,13,R,0,2,,,,0,7,Top,777663,680779,44,3,Standard,Standard,0,0,0.5,35,3,2,6
SI,4,R,0,1,,,,0,7,Top,777663,680779,44,2,Standard,Standard,0,0,0.5,35,3,2,6
SL,12,R,0,0,,,,0,7,Top,777663,680779,44,1,Standard,Standard,0,0,0.5,35,3,2,6
ST,9,R,1,2,,,,2,6,Top,777663,680779,40,4,Standard,Standard,0,0,0.442,26,3,2,6
FF,12,R,1,1,,,,2,6,Top,777663,680779,40,3,Standard,Standard,0,0,0.442,26,3,2,6
SL,3,R,1,0,,,,2,6,Top,777663,680779,40,2,Standard,Standard,0,0,0.442,26,3,2,6
ST,11,R,0,0,,,,2,6,Top,777663,680779,40,1,Standard,Standard,0,0,0.442,26,3,2,6
ST,9,R,1,0,,,,1,6,Top,777663,680779,39,2,Standard,Standard,0,0,0.467,28,3,2,6
ST,12,R,0,0,,,,1,6,Top,777663,680779,39,1,Standard,Standard,0,0,0.467,28,3,2,6
FS,4,L,0,0,,,,0,6,Top,777663,680779,38,1,Standard,Standard,0,0,0.5,25,2,1,6
ST,8,R,1,2,,,,2,5,Top,777663,680779,33,4,Standard,Standard,0,0,0.449,22,2,1,6
ST,5,R,1,1,,,,2,5,Top,777663,680779,33,3,Standard,Standard,0,0,0.449,22,2,1,6
SI,13,R,0,1,,,,2,5,Top,777663,680779,33,2,Standard,Standard,0,0,0.449,22,2,1,6
ST,9,R,0,0,,,,2,5,Top,777663,680779,33,1,Standard,Standard,0,0,0.449,22,2,1,6
ST,6,R,1,2,,,,1,5,Top,777663,680779,32,4,Standard,Standard,0,0,0.47,29,2,1,6
SI,4,R,1,1,,,,1,5,Top,777663,680779,32,3,Standard,Standard,0,0,0.47,29,2,1,6
ST,8,R,1,0,,,,1,5,Top,777663,680779,32,2,Standard,Standard,0,0,0.47,29,2,1,6
SI,13,R,0,0,,,,1,5,Top,777663,680779,32,1,Standard,Standard,0,0,0.47,29,2,1,6
FF,2,L,0,2,,,,0,5,Top,777663,680779,31,3,Infield shade,Standard,0,0,0.5,32,2,1,6
FS,4,L,0,1,,,,0,5,Top,777663,680779,31,2,Infield shade,Standard,0,0,0.5,32,2,1,6
FS,13,L,0,0,,,,0,5,Top,777663,680779,31,1,Standard,Standard,0,0,0.5,32,2,1,6
SI,13,R,0,0,,514888,,2,4,Top,777663,680779,26,1,Standard,Standard,0,0,0.482,27,2,1,6
ST,14,R,2,2,,514888,,1,4,Top,777663,680779,25,5,Infield shade,Standard,0,0,0.524,34,2,1,6
SI,11,R,1,2,,514888,,1,4,Top,777663,680779,25,4,Standard,Standard,0,0,0.524,34,2,1,6
SI,13,R,0,2,,514888,,1,4,Top,777663,680779,25,3,Standard,Standard,0,0,0.524,34,2,1,6
SI,13,R,0,1,,,514888,1,4,Top,777663,680779,25,2,Standard,Standard,0,0,0.503,34,2,1,6
SI,13,R,0,0,,,514888,1,4,Top,777663,680779,25,1,Standard,Standard,0,0,0.503,34,2,1,6
ST,14,R,0,2,,,,1,4,Top,777663,680779,24,3,Standard,Standard,0,0,0.473,35,2,1,6
SI,13,R,0,1,,,,1,4,Top,777663,680779,24,2,Standard,Standard,0,0,0.473,35,2,1,6
FS,11,R,0,0,,,,1,4,Top,777663,680779,24,1,Standard,Standard,0,0,0.473,35,2,1,6
FF,2,R,2,2,,,,0,4,Top,777663,680779,23,5,Standard,Standard,0,0,0.5,26,2,1,6
SI,8,R,2,1,,,,0,4,Top,777663,680779,23,4,Standard,Standard,0,0,0.5,26,2,1,6
ST,14,R,1,1,,,,0,4,Top,777663,680779,23,3,Standard,Standard,0,0,0.5,26,2,1,6
ST,14,R,0,1,,,,0,4,Top,777663,680779,23,2,Standard,Standard,0,0,0.5,26,2,1,6
ST,5,R,0,0,,,,0,4,Top,777663,680779,23,1,Standard,Standard,0,0,0.5,26,2,1,6
FS,13,R,0,1,676694,,689200,1,3,Top,777663,680779,19,2,Standard,Standard,0,0,0.573,28,2,1,6
FS,7,R,0,0,676694,,689200,1,3,Top,777663,680779,19,1,Standard,Standard,0,0,0.573,28,2,1,6
ST,14,L,3,2,676694,,,1,3,Top,777663,680779,18,8,Strategic,Standard,0,0,0.557,25,1,0,6
CU,14,L,2,2,676694,,,1,3,Top,777663,680779,18,7,Strategic,Standard,0,0,0.557,25,1,0,6
FF,6,L,2,2,676694,,,1,3,Top,777663,680779,18,6,Strategic,Standard,0,0,0.557,25,1,0,6
CH,13,L,1,2,676694,,,1,3,Top,777663,680779,18,5,Strategic,Standard,0,0,0.557,25,1,0,6
FF,13,L,1,2,676694,,,1,3,Top,777663,680779,18,4,Strategic,Standard,0,0,0.557,25,1,0,6
FS,7,L,1,1,676694,,,1,3,Top,777663,680779,18,3,Strategic,Standard,0,0,0.557,25,1,0,6
FS,13,L,0,1,676694,,,1,3,Top,777663,680779,18,2,Strategic,Standard,0,0,0.557,25,1,0,6
FF,6,L,0,0,676694,,,1,3,Top,777663,680779,18,1,Strategic,Standard,0,0,0.557,25,1,0,6
FF,4,R,0,0,,676694,,0,3,Top,777663,680779,17,1,Standard,Standard,0,0,0.569,22,1,0,6
FF,6,R,2,0,,,,0,3,Top,777663,680779,16,3,Standard,Standard,0,0,0.5,29,1,0,6
FF,14,R,1,0,,,,0,3,Top,777663,680779,16,2,Standard,Standard,0,0,0.5,29,1,0,6
FS,13,R,0,0,,,,0,3,Top,777663,680779,16,1,Standard,Standard,0,0,0.5,29,1,0,6
SI,5,L,2,2,,,,2,2,Top,777663,680779,10,5,Strategic,Standard,0,0,0.46,32,1,0,6
FF,5,L,2,1,,,,2,2,Top,777663,680779,10,4,Strategic,Standard,0,0,0.46,32,1,0,6
FF,12,L,1,1,,,,2,2,Top,777663,680779,10,3,Strategic,Standard,0,0,0.46,32,1,0,6
FS,13,L,0,1,,,,2,2,Top,777663,680779,10,2,Strategic,Standard,0,0,0.46,32,1,0,6
FF,5,L,0,0,,,,2,2,Top,777663,680779,10,1,Standard,Standard,0,0,0.46,32,1,0,6
FF,11,R,1,2,,,,1,2,Top,777663,680779,9,4,Standard,Standard,0,0,0.477,27,1,0,6
ST,4,R,1,1,,,,1,2,Top,777663,680779,9,3,Standard,Standard,0,0,0.477,27,1,0,6
ST,1,R,1,0,,,,1,2,Top,777663,680779,9,2,Standard,Standard,0,0,0.477,27,1,0,6
SI,13,R,0,0,,,,1,2,Top,777663,680779,9,1,Standard,Standard,0,0,0.477,27,1,0,6
CU,4,R,0,1,,,,0,2,Top,777663,680779,8,2,Standard,Standard,0,0,0.5,34,1,0,6
FF,5,R,0,0,,,,0,2,Top,777663,680779,8,1,Standard,Standard,0,0,0.5,34,1,0,6
ST,9,R,1,1,,,,2,1,Top,777663,680779,3,3,Standard,Standard,0,0,0.463,35,1,0,6
ST,14,R,0,1,,,,2,1,Top,777663,680779,3,2,Standard,Standard,0,0,0.463,35,1,0,6
ST,14,R,0,0,,,,2,1,Top,777663,680779,3,1,Standard,Standard,0,0,0.463,35,1,0,6
SI,8,R,2,2,,,,1,1,Top,777663,680779,2,5,Standard,Standard,0,0,0.478,26,1,0,6
CH,13,R,1,2,,,,1,1,Top,777663,680779,2,4,Standard,Standard,0,0,0.478,26,1,0,6
ST,14,R,0,2,,,,1,1,Top,777663,680779,2,3,Standard,Standard,0,0,0.478,26,1,0,6
ST,1,R,0,1,,,,1,1,Top,777663,680779,2,2,Standard,Standard,0,0,0.478,26,1,0,6
FF,5,R,0,0,,,,1,1,Top,777663,680779,2,1,Standard,Standard,0,0,0.478,26,1,0,6
FF,2,R,1,1,,,,0,1,Top,777663,680779,1,3,Standard,Standard,0,0,0.5,28,1,0,6
SI,13,R,0,1,,,,0,1,Top,777663,680779,1,2,Standard,Standard,0,0,0.5,28,1,0,6
SI,4,R,0,0,,,,0,1,Top,777663,680779,1,1,Standard,Standard,0,0,0.5,28,1,0,6
FF,2,R,3,2,,,,1,7,Bot,777729,680779,60,6,Standard,Standard,-8,-8,0.003,23,3,2,5
FF,1,R,3,1,,,,1,7,Bot,777729,680779,60,5,Standard,Standard,-8,-8,0.003,23,3,2,5
FS,14,R,2,1,,,,1,7,Bot,777729,680779,60,4,Standard,Standard,-8,-8,0.003,23,3,2,5
ST,13,R,1,1,,,,1,7,Bot,777729,680779,60,3,Standard,Standard,-8,-8,0.003,23,3,2,5
SI,8,R,1,0,,,,1,7,Bot,777729,680779,60,2,Standard,Standard,-8,-8,0.003,23,3,2,5
FF,12,R,0,0,,,,1,7,Bot,777729,680779,60,1,Standard,Standard,-8,-8,0.003,23,3,2,5
ST,5,L,1,1,,,,0,7,Bot,777729,680779,59,3,Standard,Standard,-8,-8,0.004,25,3,2,5
ST,14,L,1,0,,,,0,7,Bot,777729,680779,59,2,Standard,Standard,-8,-8,0.004,25,3,2,5
FS,11,L,0,0,,,,0,7,Bot,777729,680779,59,1,Standard,Standard,-8,-8,0.004,25,3,2,5
CH,7,L,0,0,,666971,647304,2,6,Bot,777729,680779,55,1,Standard,Standard,-8,-8,0.007,29,3,2,5
FF,2,R,1,2,,666971,647304,1,6,Bot,777729,680779,54,4,Standard,Standard,-8,-8,0.012,34,3,2,5
SL,14,R,1,1,,666971,647304,1,6,Bot,777729,680779,54,3,Standard,Standard,-8,-8,0.012,34,3,2,5
ST,14,R,1,0,,666971,647304,1,6,Bot,777729,680779,54,2,Standard,Standard,-8,-8,0.012,34,3,2,5
SI,14,R,0,0,,666971,647304,1,6,Bot,777729,680779,54,1,Standard,Standard,-8,-8,0.012,34,3,2,5
ST,8,L,0,0,,,666971,1,6,Bot,777729,680779,53,1,Infield shade,Standard,-8,-8,0.008,28,3,2,5
SI,6,R,1,2,,,,1,6,Bot,777729,680779,52,5,Standard,Standard,-8,-8,0.005,32,3,2,5
ST,14,R,0,2,,,,1,6,Bot,777729,680779,52,4,Standard,Standard,-8,-8,0.005,32,3,2,5
FF,2,R,0,2,,,,1,6,Bot,777729,680779,52,3,Standard,Standard,-8,-8,0.005,32,3,2,5
FS,7,R,0,1,,,,1,6,Bot,777729,680779,52,2,Standard,Standard,-8,-8,0.005,32,3,2,5
SI,7,R,0,0,,,,1,6,Bot,777729,680779,52,1,Standard,Standard,-8,-8,0.005,32,3,2,5
FF,7,L,1,0,,,,0,6,Bot,777729,680779,51,2,Standard,Standard,-8,-8,0.008,26,3,2,5
FF,12,L,0,0,,,,0,6,Bot,777729,680779,51,1,Standard,Standard,-8,-8,0.008,26,3,2,5
CH,4,L,3,2,,,,2,5,Bot,777729,680779,41,7,Standard,Standard,-3,-3,0.138,25,3,2,5
FF,6,L,3,2,,,,2,5,Bot,777729,680779,41,6,Standard,Standard,-3,-3,0.138,25,3,2,5
FS,13,L,3,1,,,,2,5,Bot,777729,680779,41,5,Infield shade,Standard,-3,-3,0.138,25,3,2,5
FS,14,L,2,1,,,,2,5,Bot,777729,680779,41,4,Standard,Standard,-3,-3,0.138,25,3,2,5
FF,12,L,1,1,,,,2,5,Bot,777729,680779,41,3,Standard,Standard,-3,-3,0.138,25,3,2,5
FF,6,L,1,0,,,,2,5,Bot,777729,680779,41,2,Standard,Standard,-3,-3,0.138,25,3,2,5
FF,12,L,0,0,,,,2,5,Bot,777729,680779,41,1,Standard,Standard,-3,-3,0.138,25,3,2,5
SI,6,L,2,2,,,,1,5,Bot,777729,680779,40,5,Infield shade,Standard,-3,-3,0.154,28,2,1,5
SL,9,L,2,1,,,,1,5,Bot,777729,680779,40,4,Infield shade,Standard,-3,-3,0.154,28,2,1,5
FS,14,L,1,1,,,,1,5,Bot,777729,680779,40,3,Infield shade,Standard,-3,-3,0.154,28,2,1,5
SL,8,L,1,0,,,,1,5,Bot,777729,680779,40,2,Infield shade,Standard,-3,-3,0.154,28,2,1,5
FF,11,L,0,0,,,,1,5,Bot,777729,680779,40,1,Infield shade,Standard,-3,-3,0.154,28,2,1,5
ST,5,R,1,1,,,,0,5,Bot,777729,680779,39,3,Standard,Standard,-3,-3,0.179,23,2,1,5
SI,13,R,0,1,,,,0,5,Bot,777729,680779,39,2,Standard,Standard,-3,-3,0.179,23,2,1,5
FF,4,R,0,0,,,,0,5,Bot,777729,680779,39,1,Standard,Standard,-3,-3,0.179,23,2,1,5
FS,13,L,1,1,,,647304,2,4,Bot,777729,680779,31,3,Standard,Standard,-1,-1,0.387,25,2,1,5
SL,11,L,0,1,,,647304,2,4,Bot,777729,680779,31,2,Standard,Standard,-1,-1,0.387,25,2,1,5
FF,12,L,0,0,,,647304,2,4,Bot,777729,680779,31,1,Standard,Standard,-1,-1,0.387,25,2,1,5
CH,13,L,2,2,,,647304,1,4,Bot,777729,680779,30,7,Standard,Standard,-1,-1,0.425,29,2,1,5
ST,14,L,2,2,,,647304,1,4,Bot,777729,680779,30,6,Infield shade,Standard,-1,-1,0.425,29,2,1,5
FS,13,L,2,2,,,647304,1,4,Bot,777729,680779,30,5,Infield shade,Standard,-1,-1,0.425,29,2,1,5
FS,7,L,2,1,,,647304,1,4,Bot,777729,680779,30,4,Standard,Standard,-1,-1,0.425,29,2,1,5
FF,11,L,1,1,,,647304,1,4,Bot,777729,680779,30,3,Infield shade,Standard,-1,-1,0.425,29,2,1,5
FF,7,L,1,0,,,647304,1,4,Bot,777729,680779,30,2,Infield shade,Standard,-1,-1,0.425,29,2,1,5
FS,13,L,0,0,,,647304,1,4,Bot,777729,680779,30,1,Infield shade,Standard,-1,-1,0.425,29,2,1,5
ST,6,R,0,2,,,647304,0,4,Bot,777729,680779,29,3,Standard,Standard,-1,-1,0.47,34,2,1,5
SL,11,R,0,1,,,647304,0,4,Bot,777729,680779,29,2,Standard,Standard,-1,-1,0.47,34,2,1,5
SI,13,R,0,0,,,647304,0,4,Bot,777729,680779,29,1,Standard,Standard,-1,-1,0.47,34,2,1,5
ST,6,L,1,0,,,,0,4,Bot,777729,680779,28,2,Infield shade,Standard,-1,-1,0.421,28,2,1,5
FS,11,L,0,0,,,,0,4,Bot,777729,680779,28,1,Infield shade,Standard,-1,-1,0.421,28,2,1,5
FS,13,R,2,2,,682998,672695,2,3,Bot,777729,680779,23,5,Standard,Standard,-1,-1,0.424,32,2,1,5
SI,13,R,1,2,,682998,672695,2,3,Bot,777729,680779,23,4,Standard,Standard,-1,-1,0.424,32,2,1,5
FF,14,R,1,1,,682998,672695,2,3,Bot,777729,680779,23,3,Standard,Standard,-1,-1,0.424,32,2,1,5
SI,13,R,0,1,,682998,672695,2,3,Bot,777729,680779,23,2,Standard,Standard,-1,-1,0.424,32,2,1,5
SI,7,R,0,0,,682998,672695,2,3,Bot,777729,680779,23,1,Infield shade,Standard,-1,-1,0.424,32,2,1,5
CU,14,L,0,2,,682998,,2,3,Bot,777729,680779,22,3,Standard,Standard,-1,-1,0.411,26,2,1,5
FF,2,L,0,1,,682998,,2,3,Bot,777729,680779,22,2,Standard,Standard,-1,-1,0.411,26,2,1,5
FS,13,L,0,0,,682998,,2,3,Bot,777729,680779,22,1,Infield shade,Standard,-1,-1,0.411,26,2,1,5
CH,7,L,0,2,,,,2,3,Bot,777729,680779,21,3,Infield shade,Standard,-1,-1,0.384,25,2,1,5
FF,3,L,0,1,,,,2,3,Bot,777729,680779,21,2,Standard,Standard,-1,-1,0.384,25,2,1,5
ST,5,L,0,0,,,,2,3,Bot,777729,680779,21,1,Infield shade,Standard,-1,-1,0.384,25,2,1,5
FF,1,L,2,2,,,,1,3,Bot,777729,680779,20,5,Infield shade,Standard,-1,-1,0.403,28,1,0,5
CH,13,L,1,2,,,,1,3,Bot,777729,680779,20,4,Infield shade,Standard,-1,-1,0.403,28,1,0,5
SL,14,L,1,1,,,,1,3,Bot,777729,680779,20,3,Infield shade,Standard,-1,-1,0.403,28,1,0,5
FS,13,L,0,1,,,,1,3,Bot,777729,680779,20,2,Infield shade,Standard,-1,-1,0.403,28,1,0,5
FF,5,L,0,0,,,,1,3,Bot,777729,680779,20,1,Infield shade,Standard,-1,-1,0.403,28,1,0,5
FF,3,R,0,2,,,,0,3,Bot,777729,680779,19,3,Standard,Standard,-1,-1,0.43,23,1,0,5
SI,7,R,0,1,,,,0,3,Bot,777729,680779,19,2,Standard,Standard,-1,-1,0.43,23,1,0,5
ST,11,R,0,0,,,,0,3,Bot,777729,680779,19,1,Standard,Standard,-1,-1,0.43,23,1,0,5
FF,1,L,0,2,,,,2,2,Bot,777729,680779,15,3,Infield shade,Standard,-1,-1,0.394,25,1,0,5
FS,8,L,0,1,,,,2,2,Bot,777729,680779,15,2,Standard,Standard,-1,-1,0.394,25,1,0,5
CU,8,L,0,0,,,,2,2,Bot,777729,680779,15,1,Standard,Standard,-1,-1,0.394,25,1,0,5
FS,8,L,3,2,,,,1,2,Bot,777729,680779,14,7,Infield shade,Standard,-1,-1,0.412,29,1,0,5
FF,13,L,2,2,,,,1,2,Bot,777729,680779,14,6,Infield shade,Standard,-1,-1,0.412,29,1,0,5
CH,13,L,2,2,,,,1,2,Bot,777729,680779,14,5,Infield shade,Standard,-1,-1,0.412,29,1,0,5
CH,13,L,1,2,,,,1,2,Bot,777729,680779,14,4,Infield shade,Standard,-1,-1,0.412,29,1,0,5
ST,6,L,1,1,,,,1,2,Bot,777729,680779,14,3,Infield shade,Standard,-1,-1,0.412,29,1,0,5
FS,7,L,1,0,,,,1,2,Bot,777729,680779,14,2,Infield shade,Standard,-1,-1,0.412,29,1,0,5
SL,9,L,0,0,,,,1,2,Bot,777729,680779,14,1,Infield shade,Standard,-1,-1,0.412,29,1,0,5
FF,1,R,2,2,,,,0,2,Bot,777729,680779,13,6,Standard,Standard,-1,-1,0.437,34,1,0,5
ST,5,R,2,2,,,,0,2,Bot,777729,680779,13,5,Standard,Standard,-1,-1,0.437,34,1,0,5
CH,13,R,1,2,,,,0,2,Bot,777729,680779,13,4,Standard,Standard,-1,-1,0.437,34,1,0,5
SI,13,R,1,1,,,,0,2,Bot,777729,680779,13,3,Standard,Standard,-1,-1,0.437,34,1,0,5
ST,14,R,0,1,,,,0,2,Bot,777729,680779,13,2,Standard,Standard,-1,-1,0.437,34,1,0,5
