pitch_type,release_speed,release_pos_x,release_pos_z,events,description,zone,stand,type,hit_location,bb_type,balls,strikes,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,hit_distance_sc,launch_speed,launch_angle,release_spin_rate,release_extension,game_pk,fielder_2,launch_speed_angle,at_bat_number,pitch_number,bat_score,fld_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game
SI,96.7,-2.2,5.6,field_error,hit_into_play,6,R,X,6,ground_ball,1,2,-1.38,0.6,0.7,2.9,,,,1,6,Bot,116.13,149.49,7,97,-21,2241,6.8,777729,680779,2,52,5,0,8,0,8,Standard,Standard,3,2,5
ST,84.6,-2.19,5.5,,ball,14,R,B,,,0,2,0.98,0.52,0.69,1.51,,,,1,6,Bot,,,,,,2236,6.7,777729,680779,,52,4,0,8,0,8,Standard,Standard,3,2,5
FF,98,-2.12,5.64,,foul,2,R,S,,,0,2,-1.29,0.85,0.23,3.4,,,,1,6,Bot,,,229,74.1,43,2085,6.7,777729,680779,,52,3,0,8,0,8,Standard,Standard,3,2,5
FS,93.2,-2.24,5.61,,foul,7,R,S,,,0,1,-1.03,-0.07,-0.55,2.03,,,,1,6,Bot,,,4,56.1,-28,1539,6.8,777729,680779,,52,2,0,8,0,8,Standard,Standard,3,2,5
SI,96.8,-2.13,5.66,,called_strike,7,R,S,,,0,0,-1.48,0.42,-0.52,1.78,,,,1,6,Bot,,,,,,2113,6.7,777729,680779,,52,1,0,8,0,8,Standard,Standard,3,2,5
FF,97.3,-2.83,5.72,field_out,hit_into_play,7,L,X,8,fly_ball,1,0,-1.29,0.87,-0.4,1.81,,,,0,6,Bot,84.77,64.02,348,95.4,25,2276,6.6,777729,680779,5,51,2,0,8,0,8,Standard,Standard,3,2,5
FF,97.2,-2.55,5.66,,ball,12,L,B,,,0,0,-0.8,1.12,1.14,3.44,,,,0,6,Bot,,,,,,1913,6.7,777729,680779,,51,1,0,8,0,8,Standard,Standard,3,2,5
CH,89.4,-2.72,5.6,field_out,hit_into_play,4,L,X,3,ground_ball,3,2,-1.46,0.51,-0.72,2.2,,,,2,5,Bot,154.52,160.65,12,80.8,-10,1867,6.8,777729,680779,2,41,7,0,3,0,3,Standard,Standard,3,2,5
FF,99.3,-2.62,5.62,,foul,6,L,S,,,3,2,-1.08,1.05,0.33,2.59,,,,2,5,Bot,,,240,74.1,43,2254,6.9,777729,680779,,41,6,0,3,0,3,Standard,Standard,3,2,5
FS,94,-2.69,5.53,,foul,13,L,S,,,3,1,-1.08,-0.19,-0.49,1.38,,,,2,5,Bot,,,2,72.3,-41,1559,7,777729,680779,,41,5,0,3,0,3,Infield shade,Standard,3,2,5
FS,95,-2.65,5.49,,ball,14,L,B,,,2,1,-1.09,-0.13,0.76,0.88,,,,2,5,Bot,,,,,,1685,6.9,777729,680779,,41,4,0,3,0,3,Standard,Standard,3,2,5
FF,98.4,-2.59,5.57,,ball,12,L,B,,,1,1,-0.95,0.88,1.07,3.07,,,,2,5,Bot,,,,,,2219,6.9,777729,680779,,41,3,0,3,0,3,Standard,Standard,3,2,5
FF,98.3,-2.68,5.66,,called_strike,6,L,S,,,1,0,-1.05,1.1,0.33,2.46,,,,2,5,Bot,,,,,,2164,6.9,777729,680779,,41,2,0,3,0,3,Standard,Standard,3,2,5
FF,98.4,-2.64,5.64,,ball,12,L,B,,,0,0,-0.9,1.11,0.24,3.97,,,,2,5,Bot,,,,,,2287,6.9,777729,680779,,41,1,0,3,0,3,Standard,Standard,3,2,5
SI,98.1,-2.67,5.56,strikeout,called_strike,6,L,S,2,,2,2,-1.47,0.23,0.28,2.35,,,,1,5,Bot,,,,,,2252,6.9,777729,680779,,40,5,0,3,0,3,Infield shade,Standard,2,1,5
SL,84.6,-2.74,5.56,,called_strike,9,L,S,,,2,1,0.61,0.64,0.53,1.92,,,,1,5,Bot,,,,,,2345,6.9,777729,680779,,40,4,0,3,0,3,Infield shade,Standard,2,1,5
FS,94.7,-2.56,5.57,,ball,14,L,B,,,1,1,-1.1,0.06,0.12,1.24,,,,1,5,Bot,,,,,,1730,6.8,777729,680779,,40,3,0,3,0,3,Infield shade,Standard,2,1,5
SL,84.4,-2.7,5.61,,called_strike,8,L,S,,,1,0,0.55,0.51,-0.1,1.96,,,,1,5,Bot,,,,,,2266,6.8,777729,680779,,40,2,0,3,0,3,Infield shade,Standard,2,1,5
FF,97.7,-2.68,5.75,,ball,11,L,B,,,0,0,-1.06,1.17,-1.4,3.42,,,,1,5,Bot,,,,,,2119,7.1,777729,680779,,40,1,0,3,0,3,Infield shade,Standard,2,1,5
ST,84.5,-2.28,5.56,field_out,hit_into_play,5,R,X,6,fly_ball,1,1,0.76,0.36,-0.26,2.28,,,,0,5,Bot,61.46,147.46,204,76.8,57,2384,6.9,777729,680779,3,39,3,0,3,0,3,Standard,Standard,2,1,5
SI,97.2,-2.1,5.65,,ball,13,R,B,,,0,1,-1.5,0.97,-1.17,1.86,,,,0,5,Bot,,,,,,2324,6.9,777729,680779,,39,2,0,3,0,3,Standard,Standard,2,1,5
FF,97.3,-2.06,5.77,,called_strike,4,R,S,,,0,0,-1.39,1.14,-0.45,2.6,,,,0,5,Bot,,,,,,2137,6.9,777729,680779,,39,1,0,3,0,3,Standard,Standard,2,1,5
FS,91.9,-2.52,5.56,field_out,hit_into_play,13,L,X,5,ground_ball,1,1,-1.09,-0.25,-0.98,2.2,,,647304,2,4,Bot,109.82,163.69,30,96.5,-3,1523,7,777729,680779,2,31,3,0,1,0,1,Standard,Standard,2,1,5
SL,84.2,-2.79,5.54,,ball,11,L,B,,,0,1,0.45,0.72,-1.59,3.36,,,647304,2,4,Bot,,,,,,2263,6.7,777729,680779,,31,2,0,1,0,1,Standard,Standard,2,1,5
FF,98.5,-2.43,5.6,,called_strike,12,L,S,,,0,0,-1,0.9,0.98,2.96,,,647304,2,4,Bot,,,,,,2264,6.9,777729,680779,,31,1,0,1,0,1,Standard,Standard,2,1,5
CH,89.1,-2.61,5.61,strikeout,swinging_strike,13,L,S,2,,2,2,-1.46,0.48,-1.1,1.79,,,647304,1,4,Bot,,,,,,2002,6.8,777729,680779,,30,7,0,1,0,1,Standard,Standard,2,1,5
ST,86.2,-2.56,5.47,,foul,14,L,S,,,2,2,0.96,0.63,0.92,2.39,,,647304,1,4,Bot,,,235,86.7,20,2245,6.8,777729,680779,,30,6,0,1,0,1,Infield shade,Standard,2,1,5
FS,93.1,-2.56,5.57,,foul,13,L,S,,,2,2,-1.17,-0.49,-0.5,1.46,,,647304,1,4,Bot,,,1,63.1,-49,1559,6.8,777729,680779,,30,5,0,1,0,1,Infield shade,Standard,2,1,5
FS,94.2,-2.6,5.61,,swinging_strike,7,L,S,,,2,1,-1.17,-0.28,-0.78,1.61,,,647304,1,4,Bot,,,,,,1537,6.8,777729,680779,,30,4,0,1,0,1,Standard,Standard,2,1,5
FF,98.4,-2.54,5.59,,ball,11,L,B,,,1,1,-1.29,0.97,-1.26,3.21,,,647304,1,4,Bot,,,,,,2171,6.9,777729,680779,,30,3,0,1,0,1,Infield shade,Standard,2,1,5
FF,98.8,-2.58,5.57,,swinging_strike,7,L,S,,,1,0,-1.39,0.87,-0.43,2.07,,,647304,1,4,Bot,,,,,,2173,7.1,777729,680779,,30,2,0,1,0,1,Infield shade,Standard,2,1,5
FS,92.9,-2.64,5.54,,ball,13,L,B,,,0,0,-1.05,-0.3,-1.54,2.08,,,647304,1,4,Bot,,,,,,1803,6.7,777729,680779,,30,1,0,1,0,1,Infield shade,Standard,2,1,5
ST,85.8,-2.14,5.49,field_out,hit_into_play,6,R,X,7,fly_ball,0,2,1.28,0.54,0.61,2.51,,,647304,0,4,Bot,96.14,107.14,241,95.3,55,2258,6.9,777729,680779,3,29,3,0,1,0,1,Standard,Standard,2,1,5
SL,84.6,-2.18,5.46,,foul,11,R,S,,,0,1,0.42,0.71,-0.9,2.61,,,647304,0,4,Bot,,,7,82.1,-22,2347,6.8,777729,680779,,29,2,0,1,0,1,Standard,Standard,2,1,5
SI,96.9,-2.1,5.53,,swinging_strike,13,R,S,,,0,0,-1.36,0.64,-0.59,1.2,,,647304,0,4,Bot,,,,,,2279,6.9,777729,680779,,29,1,0,1,0,1,Standard,Standard,2,1,5
ST,84,-2.74,5.55,single,hit_into_play,6,L,X,9,fly_ball,1,0,0.83,0.59,0.44,2.08,,,,0,4,Bot,196.79,131.53,236,72.9,42,2408,6.5,777729,680779,3,28,2,0,1,0,1,Infield shade,Standard,2,1,5
FS,93.4,-2.78,5.75,,ball,11,L,B,,,0,0,-0.87,-0.15,-2.56,3.19,,,,0,4,Bot,,,,,,1574,6.7,777729,680779,,28,1,0,1,0,1,Infield shade,Standard,2,1,5
FS,94.6,-2.21,5.5,strikeout,swinging_strike,13,R,S,2,,2,2,-1.05,-0.08,-1.65,2.08,,682998,672695,2,3,Bot,,,,,,1650,6.8,777729,680779,,23,5,0,1,0,1,Standard,Standard,2,1,5
SI,98.5,-2.07,5.5,,ball,13,R,B,,,1,2,-1.53,0.54,-0.84,1.91,,682998,672695,2,3,Bot,,,,,,2354,6.8,777729,680779,,23,4,0,1,0,1,Standard,Standard,2,1,5
FF,99.4,-2.03,5.52,,called_strike,14,R,S,,,1,1,-1.24,0.88,1.02,2.62,,682998,672695,2,3,Bot,,,,,,2271,6.7,777729,680779,,23,3,0,1,0,1,Standard,Standard,2,1,5
SI,98.8,-2.09,5.52,,ball,13,R,B,,,0,1,-1.47,0.52,-0.9,1.75,,682998,672695,2,3,Bot,,,,,,2357,6.8,777729,680779,,23,2,0,1,0,1,Standard,Standard,2,1,5
SI,98.9,-2.11,5.51,,called_strike,7,R,S,,,0,0,-1.58,0.46,-0.45,1.8,,682998,672695,2,3,Bot,,,,,,2243,6.8,777729,680779,,23,1,0,1,0,1,Infield shade,Standard,2,1,5
CU,84.6,-2.49,5.55,hit_by_pitch,hit_by_pitch,14,L,B,,,0,2,0.37,-0.25,1.83,0.42,,682998,,2,3,Bot,,,,,,2580,6.8,777729,680779,,22,3,0,1,0,1,Standard,Standard,2,1,5
FF,98.3,-2.52,5.58,,called_strike,2,L,S,,,0,1,-1.35,0.7,0.16,2.89,,682998,,2,3,Bot,,,,,,2247,6.8,777729,680779,,22,2,0,1,0,1,Standard,Standard,2,1,5
FS,94.2,-2.55,5.63,,called_strike,13,L,S,,,0,0,-0.85,-0.03,-0.85,2.35,,682998,,2,3,Bot,,,,,,1407,6.9,777729,680779,,22,1,0,1,0,1,Infield shade,Standard,2,1,5
CH,90,-2.69,5.58,double,hit_into_play,7,L,X,,line_drive,0,2,-1.49,0.61,-0.53,1.93,,,,2,3,Bot,211.62,88.29,344,98.6,23,1895,6.8,777729,680779,5,21,3,0,1,0,1,Infield shade,Standard,2,1,5
FF,98.6,-2.49,5.59,,swinging_strike,3,L,S,,,0,1,-0.99,1.03,0.39,2.77,,,,2,3,Bot,,,,,,2066,6.9,777729,680779,,21,2,0,1,0,1,Standard,Standard,2,1,5
ST,85.6,-2.79,5.54,,called_strike,5,L,S,,,0,0,0.62,1.05,-0.02,2.57,,,,2,3,Bot,,,,,,2221,6.6,777729,680779,,21,1,0,1,0,1,Infield shade,Standard,2,1,5
FF,99.3,-2.7,5.58,strikeout,called_strike,1,L,S,2,,2,2,-1.1,1.05,-0.77,3.02,,,,1,3,Bot,,,,,,2233,6.9,777729,680779,,20,5,0,1,0,1,Infield shade,Standard,1,0,5
CH,89.8,-2.79,5.56,,ball,13,L,B,,,1,2,-1.44,0.39,-1.1,0.48,,,,1,3,Bot,,,,,,1741,6.8,777729,680779,,20,4,0,1,0,1,Infield shade,Standard,1,0,5
SL,86.1,-2.71,5.5,,swinging_strike,14,L,S,,,1,1,0.23,0.65,0.49,1.29,,,,1,3,Bot,,,,,,2151,6.9,777729,680779,,20,3,0,1,0,1,Infield shade,Standard,1,0,5
FS,94.9,-2.7,5.64,,ball,13,L,B,,,0,1,-1.12,0.18,-1.11,2.05,,,,1,3,Bot,,,,,,1689,6.9,777729,680779,,20,2,0,1,0,1,Infield shade,Standard,1,0,5
FF,98.8,-2.7,5.61,,called_strike,5,L,S,,,0,0,-0.93,0.92,-0.09,1.96,,,,1,3,Bot,,,,,,2066,6.9,777729,680779,,20,1,0,1,0,1,Infield shade,Standard,1,0,5
FF,98.9,-2.12,5.59,strikeout,called_strike,3,R,S,2,,0,2,-1.19,0.87,0.33,3.33,,,,0,3,Bot,,,,,,2172,6.7,777729,680779,,19,3,0,1,0,1,Standard,Standard,1,0,5
SI,98.1,-2.17,5.55,,swinging_strike,7,R,S,,,0,1,-1.69,0.53,-0.6,2.07,,,,0,3,Bot,,,,,,2343,6.9,777729,680779,,19,2,0,1,0,1,Standard,Standard,1,0,5
ST,83.9,-2.27,5.55,,foul,11,R,S,,,0,0,0.65,0.64,-0.88,3.27,,,,0,3,Bot,,,,,,2378,6.7,777729,680779,,19,1,0,1,0,1,Standard,Standard,1,0,5
FF,99.2,-2.69,5.64,field_out,hit_into_play,1,L,X,8,fly_ball,0,2,-1.22,1.03,-0.47,3.01,,,,2,2,Bot,129.15,39.99,392,99.5,32,2037,6.9,777729,680779,5,15,3,0,1,0,1,Infield shade,Standard,1,0,5
FS,93.8,-2.77,5.63,,foul,8,L,S,,,0,1,-0.9,-0.06,-0.17,1.83,,,,2,2,Bot,,,,,,1638,6.8,777729,680779,,15,2,0,1,0,1,Standard,Standard,1,0,5
CU,82.9,-2.79,5.74,,called_strike,8,L,S,,,0,0,0.43,-0.4,-0.16,1.62,,,,2,2,Bot,,,,,,2444,6.8,777729,680779,,15,1,0,1,0,1,Standard,Standard,1,0,5
FS,94.6,-2.74,5.52,field_out,hit_into_play,8,L,X,4,ground_ball,3,2,-0.76,0.5,-0.2,1.91,,,,1,2,Bot,146.63,154.05,6,96.8,-15,1329,6.8,777729,680779,2,14,7,0,1,0,1,Infield shade,Standard,1,0,5
FF,99.7,-2.69,5.66,,ball,13,L,B,,,2,2,-1.31,0.88,-0.3,1.53,,,,1,2,Bot,,,,,,2103,7,777729,680779,,14,6,0,1,0,1,Infield shade,Standard,1,0,5
CH,88.8,-2.8,5.61,,foul,13,L,S,,,2,2,-1.41,0.36,-0.95,1.98,,,,1,2,Bot,,,,,,1633,6.7,777729,680779,,14,5,0,1,0,1,Infield shade,Standard,1,0,5
CH,89.9,-2.84,5.61,,ball,13,L,B,,,1,2,-1.5,0.38,-1.76,1.61,,,,1,2,Bot,,,,,,1645,6.7,777729,680779,,14,4,0,1,0,1,Infield shade,Standard,1,0,5
ST,85.6,-2.83,5.56,,foul,6,L,S,,,1,1,0.82,0.74,0.77,2.3,,,,1,2,Bot,,,154,99.6,9,2276,6.8,777729,680779,,14,3,0,1,0,1,Infield shade,Standard,1,0,5
FS,93.5,-2.73,5.62,,foul,7,L,S,,,1,0,-0.88,-0.13,-0.73,1.74,,,,1,2,Bot,,,3,74,-30,1424,6.8,777729,680779,,14,2,0,1,0,1,Infield shade,Standard,1,0,5
SL,85.8,-2.77,5.54,,ball,9,L,B,,,0,0,0.46,0.71,0.7,1.67,,,,1,2,Bot,,,,,,2257,6.5,777729,680779,,14,1,0,1,0,1,Infield shade,Standard,1,0,5
FF,98.5,-2.18,5.61,strikeout,swinging_strike,1,R,S,2,,2,2,-0.48,0.75,-0.81,3.39,,,,0,2,Bot,,,,,,1807,6.9,777729,680779,,13,6,0,1,0,1,Standard,Standard,1,0,5
ST,84.8,-2.17,5.64,,foul,5,R,S,,,2,2,1.16,0.4,-0.08,2.55,,,,0,2,Bot,,,225,103,16,2252,6.5,777729,680779,,13,5,0,1,0,1,Standard,Standard,1,0,5
CH,89,-2.35,5.55,,ball,13,R,B,,,1,2,-1.29,0.25,-0.99,1.08,,,,0,2,Bot,,,,,,1585,6.7,777729,680779,,13,4,0,1,0,1,Standard,Standard,1,0,5
SI,98.3,-2.23,5.54,,swinging_strike,13,R,S,,,1,1,-1.58,0.52,-1.35,1.57,,,,0,2,Bot,,,,,,2358,7,777729,680779,,13,3,0,1,0,1,Standard,Standard,1,0,5
ST,84.8,-2.08,5.52,,ball,14,R,B,,,0,1,1.06,0.79,1.14,1.17,,,,0,2,Bot,,,,,,2389,6.8,777729,680779,,13,2,0,1,0,1,Standard,Standard,1,0,5
ST,84.9,-2.23,5.57,,called_strike,6,R,S,,,0,0,0.77,0.73,0.56,2.6,,,,0,2,Bot,,,,,,2423,6.5,777729,680779,,13,1,0,1,0,1,Standard,Standard,1,0,5
CH,89.3,-2.64,5.62,strikeout,swinging_strike,13,L,S,2,,1,2,-1.6,0.33,-1.19,1.25,,,666971,2,1,Bot,,,,,,1916,6.8,777729,680779,,7,4,0,0,0,0,Infield shade,Standard,1,0,5
SL,86.2,-2.52,5.59,,swinging_strike,5,L,S,,,1,1,0.04,0.6,-0.22,2.62,,,666971,2,1,Bot,,,,,,2350,6.9,777729,680779,,7,3,0,0,0,0,Infield shade,Standard,1,0,5
FS,92.4,-2.41,5.64,,ball,14,L,B,,,0,1,-0.9,-0.26,1.02,1.35,,,666971,2,1,Bot,,,,,,1571,6.7,777729,680779,,7,2,0,0,0,0,Infield shade,Standard,1,0,5
FS,93.3,-2.55,5.66,,swinging_strike,13,L,S,,,0,0,-1,-0.38,-0.96,1.44,,,666971,2,1,Bot,,,,,,1529,6.8,777729,680779,,7,1,0,0,0,0,Infield shade,Standard,1,0,5
FF,99.1,-2.1,5.67,single,hit_into_play,8,R,X,8,line_drive,0,0,-1.2,0.93,0.23,2.37,,,,2,1,Bot,130.49,97.47,135,107.2,5,2121,6.9,777729,680779,4,6,1,0,0,0,0,Standard,Standard,1,0,5
FF,98.5,-2.61,5.68,field_out,hit_into_play,8,L,X,8,fly_ball,1,1,-1.14,0.87,0.04,2.04,,,,1,1,Bot,100.65,64.4,339,88.5,28,2201,6.9,777729,680779,3,5,3,0,0,0,0,Standard,Standard,1,0,5
CU,82.9,-2.69,5.65,,ball,14,L,B,,,0,1,0.47,-0.29,0.36,0.77,,,,1,1,Bot,,,,,,2208,6.4,777729,680779,,5,2,0,0,0,0,Standard,Standard,1,0,5
FF,98.6,-2.57,5.69,,called_strike,6,L,S,,,0,0,-0.94,1,0.41,2.87,,,,1,1,Bot,,,,,,2154,6.9,777729,680779,,5,1,0,0,0,0,Standard,Standard,1,0,5
FS,94.1,-2.82,5.69,field_out,hit_into_play,9,L,X,3,ground_ball,0,0,-0.96,-0.06,0.49,1.95,,,,0,1,Bot,162.4,162.2,30,105.9,-3,1571,6.8,777729,680779,4,4,1,0,0,0,0,Infield shade,Standard,1,0,5
FS,92.7,-2.62,5.7,field_out,hit_into_play,7,L,X,4,ground_ball,1,1,-1.08,-0.36,-0.47,1.71,592885,656555,,2,6,Top,144.72,150.16,120,87.1,8,1747,6.7,777806,680779,4,47,3,1,2,1,2,Standard,Standard,3,2,5
FF,98,-2.56,5.65,,ball,12,L,B,,,0,1,-1.29,0.95,1.37,2.42,592885,656555,,2,6,Top,,,,,,2264,6.7,777806,680779,,47,2,1,2,1,2,Standard,Standard,3,2,5
FS,93.3,-2.61,5.63,,foul,8,L,S,,,0,0,-0.96,-0.19,0.15,1.54,592885,656555,,2,6,Top,,,2,69.6,-34,1589,6.7,777806,680779,,47,1,1,2,1,2,Standard,Standard,3,2,5
SL,84.7,-2.16,5.62,single,hit_into_play,5,R,X,8,line_drive,0,0,0.31,0.86,0.02,2.47,694192,,592885,2,6,Top,105.97,90.89,275,83.1,24,2316,6.6,777806,680779,3,46,1,0,2,1,2,Standard,Standard,3,2,5
FF,96.7,-2.6,5.67,single,hit_into_play,4,L,X,8,ground_ball,0,0,-1.21,0.91,-0.42,2.38,,,694192,2,6,Top,129.01,88.85,15,97.2,-8,2182,6.8,777806,680779,2,45,1,0,2,0,2,Standard,Standard,3,2,5
FF,97.6,-2.03,5.64,strikeout,called_strike,9,R,S,2,,2,2,-1.13,0.92,0.43,1.94,,,694192,1,6,Top,,,,,,2171,6.7,777806,680779,,44,5,0,2,0,2,Standard,Standard,3,2,5
ST,85.4,-2.1,5.46,,swinging_strike,14,R,S,,,2,1,0.78,0.31,1.3,0.66,,,694192,1,6,Top,,,,,,2382,6.9,777806,680779,,44,4,0,2,0,2,Standard,Standard,3,2,5
FS,93.3,-2.05,5.64,,ball,14,R,B,,,1,1,-1.16,-0.01,0.72,1.49,,,694192,1,6,Top,,,,,,1685,6.8,777806,680779,,44,3,0,2,0,2,Standard,Standard,3,2,5
FF,98,-1.98,5.66,,ball,14,R,B,,,0,1,-1.3,0.98,1.65,2.04,,,694192,1,6,Top,,,,,,2324,6.8,777806,680779,,44,2,0,2,0,2,Standard,Standard,3,2,5
FS,94.1,-2.53,5.64,,swinging_strike,13,R,S,,,0,0,-1.12,-0.12,-0.04,1.1,,,694192,1,6,Top,,,,,,1532,6.7,777806,680779,,44,1,0,2,0,2,Standard,Standard,3,2,5
FF,97.4,-2.1,5.6,walk,ball,14,R,B,,,3,1,-1.2,0.88,0.78,1.55,,,,1,6,Top,,,,,,2244,6.8,777806,680779,,43,5,0,2,0,2,Standard,Standard,3,2,5
FF,97.6,-2.08,5.63,,ball,14,R,B,,,2,1,-1.21,0.94,0.48,1.05,,,,1,6,Top,,,,,,2326,6.8,777806,680779,,43,4,0,2,0,2,Standard,Standard,3,2,5
ST,82.3,-2.38,5.54,,ball,13,R,B,,,1,1,1.31,0.39,-1.13,2.09,,,,1,6,Top,,,,,,2323,6.7,777806,680779,,43,3,0,2,0,2,Standard,Standard,3,2,5
FS,92.8,-2.21,5.65,,foul,4,R,S,,,1,0,-1.15,0.32,-0.46,2.24,,,,1,6,Top,,,2,77.7,-46,1532,6.7,777806,680779,,43,2,0,2,0,2,Standard,Standard,3,2,5
SL,84,-2.17,5.56,,ball,14,R,B,,,0,0,0.33,0.66,2.11,0.11,,,,1,6,Top,,,,,,2279,6.6,777806,680779,,43,1,0,2,0,2,Standard,Standard,3,2,5
FF,96.7,-2.55,5.76,field_out,hit_into_play,5,L,X,8,line_drive,2,1,-1.21,1.2,-0.15,2.21,,,,0,6,Top,93.97,80.07,306,95.2,20,2172,6.9,777806,680779,4,42,4,0,2,0,2,Standard,Standard,3,2,5
FS,91.1,-2.8,5.68,,ball,13,L,B,,,1,1,-1.17,-0.43,-1.26,1.62,,,,0,6,Top,,,,,,1587,6.6,777806,680779,,42,3,0,2,0,2,Standard,Standard,3,2,5
FF,96.1,-2.74,5.71,,ball,13,L,B,,,0,1,-1.41,1,-0.84,1.78,,,,0,6,Top,,,,,,2186,6.8,777806,680779,,42,2,0,2,0,2,Standard,Standard,3,2,5
FF,96.9,-2.62,5.75,,called_strike,2,L,S,,,0,0,-1.27,1.05,-0.18,2.99,,,,0,6,Top,,,,,,2138,6.8,777806,680779,,42,1,0,2,0,2,Standard,Standard,3,2,5
ST,84.2,-2.29,5.44,field_out,hit_into_play,6,R,X,6,ground_ball,2,1,1,0.52,0.3,2.36,,,,2,5,Top,113.81,157.26,36,94.1,-1,2331,6.8,777806,680779,2,34,4,0,1,0,1,Standard,Standard,2,1,5
SL,84.9,-2.29,5.47,,ball,14,R,B,,,1,1,0.52,0.84,0.12,1.23,,,,2,5,Top,,,,,,2311,6.8,777806,680779,,34,3,0,1,0,1,Standard,Standard,2,1,5
SI,97.6,-2.05,5.48,,ball,14,R,B,,,0,1,-1.68,0.61,0.03,0.95,,,,2,5,Top,,,,,,2329,7,777806,680779,,34,2,0,1,0,1,Standard,Standard,2,1,5
FF,97.2,-1.94,5.58,,called_strike,8,R,S,,,0,0,-1.25,0.91,0.12,1.65,,,,2,5,Top,,,,,,2206,6.8,777806,680779,,34,1,0,1,0,1,Standard,Standard,2,1,5
FF,97.2,-2.81,5.68,field_out,hit_into_play,5,L,X,8,fly_ball,0,0,-1.14,1.1,-0.21,2.38,,,,1,5,Top,112.76,45.3,381,105.5,35,2238,7,777806,680779,6,33,1,0,1,0,1,Infield shade,Standard,2,1,5
FF,98.2,-2.19,5.62,field_out,hit_into_play,1,R,X,6,ground_ball,2,1,-1.28,0.87,-0.3,2.8,,,,0,5,Top,117.73,157.28,3,60,-38,2160,6.6,777806,680779,2,32,4,0,1,0,1,Standard,Standard,2,1,5
FF,98,-1.99,5.55,,called_strike,8,R,S,,,2,0,-1.22,1,0.05,1.86,,,,0,5,Top,,,,,,2239,6.7,777806,680779,,32,3,0,1,0,1,Standard,Standard,2,1,5
SI,96.5,-2.14,5.56,,ball,8,R,B,,,1,0,-1.6,0.38,-0.19,1.44,,,,0,5,Top,,,,,,2277,6.9,777806,680779,,32,2,0,1,0,1,Standard,Standard,2,1,5
SI,96.8,-2.17,5.66,,ball,13,R,B,,,0,0,-1.72,0.42,-1.02,1.71,,,,0,5,Top,,,,,,2238,6.6,777806,680779,,32,1,0,1,0,1,Standard,Standard,2,1,5
FS,92.7,-2.65,5.58,field_out,hit_into_play,13,L,X,5,ground_ball,3,2,-0.88,-0.02,-0.92,1.88,,,656555,2,4,Top,113.3,175.5,8,91.7,-11,1369,6.9,777806,680779,2,28,8,0,1,0,1,Standard,Standard,2,1,5
FF,98.3,-2.53,5.59,,foul,9,L,S,,,3,2,-1.39,1.03,0.8,1.61,,,656555,2,4,Top,,,143,78.3,76,2298,6.8,777806,680779,,28,7,0,1,0,1,Strategic,Standard,2,1,5
FF,98.7,-2.55,5.56,,ball,14,L,B,,,2,2,-1.35,1.01,0.9,2.08,,,656555,2,4,Top,,,,,,2293,7,777806,680779,,28,6,0,1,0,1,Strategic,Standard,2,1,5
CH,87.5,-2.7,5.56,,ball,13,L,B,,,1,2,-1.43,0.43,-2,1.67,,,656555,2,4,Top,,,,,,1893,6.7,777806,680779,,28,5,0,1,0,1,Infield shade,Standard,2,1,5
SI,97.3,-2.51,5.51,,ball,14,L,B,,,0,2,-1.55,0.72,0.93,1.74,,,656555,2,4,Top,,,,,,2430,6.8,777806,680779,,28,4,0,1,0,1,Infield shade,Standard,2,1,5
FF,98,-2.61,5.6,,foul,11,L,S,,,0,2,-1.03,0.99,-0.87,2.84,,,656555,2,4,Top,,,233,73.9,32,2279,6.7,777806,680779,,28,3,0,1,0,1,Infield shade,Standard,2,1,5
FS,92.5,-2.53,5.6,,foul,14,L,S,,,0,1,-1.02,-0.15,0.28,1.26,,,656555,2,4,Top,,,,,,1596,6.8,777806,680779,,28,2,0,1,0,1,Standard,Standard,2,1,5
ST,84.8,-2.68,5.55,,called_strike,1,L,S,,,0,0,0.67,0.59,-0.6,3.06,,,656555,2,4,Top,,,,,,2206,6.7,777806,680779,,28,1,0,1,0,1,Standard,Standard,2,1,5
FS,94.5,-2.22,5.62,walk,ball,13,R,B,,,3,2,-0.75,0.04,-0.58,1.4,,,,2,4,Top,,,,,,1713,6.7,777806,680779,,27,7,0,1,0,1,Standard,Standard,2,1,5
FF,98.9,-2.04,5.6,,foul,5,R,S,,,3,2,-1.12,0.78,0.1,2.22,,,,2,4,Top,,,,,,2160,7,777806,680779,,27,6,0,1,0,1,Standard,Standard,2,1,5
FS,93.9,-2.31,5.55,,called_strike,7,R,S,,,3,1,-1.04,-0.06,-0.4,1.61,,,,2,4,Top,,,,,,1481,6.8,777806,680779,,27,5,0,1,0,1,Standard,Standard,2,1,5
FS,94.2,-2.28,5.48,,ball,13,R,B,,,2,1,-1.38,-0.05,-0.8,0.86,,,,2,4,Top,,,,,,1658,6.8,777806,680779,,27,4,0,1,0,1,Standard,Standard,2,1,5
ST,84.5,-2.3,5.48,,ball,9,R,B,,,1,1,0.92,0.52,0.77,1.53,,,,2,4,Top,,,,,,2440,6.6,777806,680779,,27,3,0,1,0,1,Standard,Standard,2,1,5
